# Time-averaged data for fix 3
tstep t T P Etot Eke Epe Epair
10000 40000 132.405 -24.741 -565.869 394.281 -960.15 -960.15
10025 40100 130.832 -72.9146 -578.589 389.594 -968.184 -968.184
10050 40200 127.156 -66.1871 -584.934 378.65 -963.584 -963.584
10075 40300 129.414 -51.4476 -575.285 385.374 -960.659 -960.659
10100 40400 134.642 -48.386 -561.226 400.942 -962.168 -962.168
10125 40500 129.867 -46.6455 -573.39 386.723 -960.113 -960.113
10150 40600 125.328 -63.0087 -589.344 373.207 -962.551 -962.551
10175 40700 128.47 -50.8206 -579.299 382.561 -961.86 -961.86
10200 40800 136.675 -6.61732 -548.221 406.996 -955.217 -955.217
10225 40900 133.65 -36.5682 -562.264 397.987 -960.251 -960.251
10250 41000 126.527 -50.1587 -581.042 376.777 -957.819 -957.819
10275 41100 130.375 -99.8735 -580.603 388.234 -968.837 -968.837
10300 41200 132.724 -124.905 -579.744 395.229 -974.973 -974.973
10325 41300 124.115 -95.7905 -595.849 369.594 -965.443 -965.443
10350 41400 126.538 -92.1486 -590.066 376.809 -966.875 -966.875
10375 41500 130.906 -41.6072 -565.707 389.817 -955.524 -955.524
10400 41600 132.772 -58.2804 -563.34 395.371 -958.711 -958.711
10425 41700 129.62 -78.2804 -575.106 385.987 -961.093 -961.093
10450 41800 126.272 -88.7961 -586.721 376.017 -962.739 -962.739
10475 41900 130.527 -81.4402 -575.694 388.687 -964.38 -964.38
10500 42000 136.111 -38.6874 -553.349 405.316 -958.665 -958.665
10525 42100 131.511 -42.8258 -566.948 391.616 -958.564 -958.564
10550 42200 128.174 -59.3074 -578.443 381.68 -960.123 -960.123
10575 42300 129.546 -78.9104 -579.172 385.767 -964.939 -964.939
10600 42400 129.568 -61.8955 -574.938 385.831 -960.769 -960.769
10625 42500 137.967 -45.5013 -549.914 410.841 -960.755 -960.755
10650 42600 136.69 -34.7243 -549.612 407.04 -956.653 -956.653
10675 42700 129.586 -56.3057 -570.986 385.886 -956.872 -956.872
10700 42800 129.88 -88.6098 -575.561 386.762 -962.323 -962.323
10725 42900 128.554 -90.9865 -577.901 382.812 -960.713 -960.713
10750 43000 130.256 -80.126 -572.394 387.881 -960.275 -960.275
10775 43100 133.006 -30.7901 -555.54 396.07 -951.61 -951.61
10800 43200 134.933 -23.7719 -549.985 401.809 -951.793 -951.793
10825 43300 126.079 -34.8258 -573.779 375.441 -949.22 -949.22
10850 43400 128.717 -81.0799 -575.824 383.298 -959.123 -959.123
10875 43500 131.488 -100.854 -572.733 391.55 -964.282 -964.282
10900 43600 129.208 -83.1366 -575.267 384.759 -960.026 -960.026
10925 43700 129.803 -76.1885 -573.587 386.531 -960.118 -960.118
10950 43800 133.638 -55.1289 -561.576 397.952 -959.528 -959.528
10975 43900 132.45 -33.6001 -562.984 394.413 -957.397 -957.397
11000 44000 126.586 -21.8924 -578.137 376.952 -955.089 -955.089
11025 44100 128.389 -37.2897 -579.13 382.321 -961.452 -961.452
11050 44200 131.813 -4.75355 -563.831 392.516 -956.348 -956.348
11075 44300 135.082 38.6253 -545.78 402.251 -948.031 -948.031
11100 44400 130.773 31.1747 -557.554 389.42 -946.974 -946.974
11125 44500 125.638 20.7849 -571.178 374.128 -945.306 -945.306
11150 44600 131.039 -27.0932 -565.797 390.21 -956.007 -956.007
11175 44700 131.186 -49.335 -567.923 390.651 -958.574 -958.574
11200 44800 129.78 -85.3363 -579.463 386.464 -965.927 -965.927
11225 44900 123.988 -97.9782 -597.037 369.214 -966.251 -966.251
11250 45000 127.286 -102.697 -590.922 379.036 -969.958 -969.958
11275 45100 135.33 -81.5521 -567.056 402.99 -970.046 -970.046
11300 45200 129.741 -55.9072 -575.403 386.348 -961.751 -961.751
11325 45300 126.693 -53.3372 -582.573 377.271 -959.844 -959.844
11350 45400 131.688 -50.2432 -570.14 392.146 -962.286 -962.286
11375 45500 135.014 -6.65745 -552.414 402.05 -954.464 -954.464
11400 45600 131.017 -3.91233 -562.595 390.145 -952.74 -952.74
11425 45700 127.764 -50.6103 -581.651 380.459 -962.111 -962.111
11450 45800 126.983 -72.6589 -588.162 378.132 -966.294 -966.294
11475 45900 126.402 -45.057 -582.617 376.405 -959.022 -959.022
11500 46000 131.756 -40.8632 -567.21 392.348 -959.557 -959.557
11525 46100 134.857 -63.5225 -563.558 401.582 -965.14 -965.14
11550 46200 125.503 -46.123 -583.11 373.725 -956.835 -956.835
11575 46300 125.312 -21.7968 -578.718 373.157 -951.875 -951.875
11600 46400 131.952 -27.7504 -562.67 392.931 -955.601 -955.601
11625 46500 131.74 -45.0046 -566.846 392.299 -959.146 -959.146
11650 46600 127.349 -36.1927 -575.351 379.224 -954.575 -954.575
11675 46700 132.136 -81.2198 -571.223 393.479 -964.702 -964.702
11700 46800 132.051 -90.6203 -570.07 393.225 -963.296 -963.296
11725 46900 124.65 -72.1759 -581.09 371.185 -952.275 -952.275
11750 47000 130.997 -103.112 -570.293 390.087 -960.38 -960.38
11775 47100 132.796 -72.6476 -557.515 395.444 -952.959 -952.959
11800 47200 130.417 -49.9389 -559.33 388.361 -947.691 -947.691
11825 47300 127.646 -94.1533 -577.913 380.107 -958.019 -958.019
11850 47400 123.788 -101.49 -588.716 368.62 -957.335 -957.335
11875 47500 131.072 -100.218 -569.64 390.311 -959.951 -959.951
11900 47600 132.948 -93.2495 -563.398 395.897 -959.295 -959.295
11925 47700 128.934 -69.8149 -568.982 383.942 -952.924 -952.924
11950 47800 128.814 -67.162 -569.88 383.586 -953.466 -953.466
11975 47900 133.083 -73.2781 -560.599 396.299 -956.897 -956.897
12000 48000 135.881 -52.5772 -548.465 404.629 -953.094 -953.094
12025 48100 130.206 -72.1404 -567.836 387.732 -955.568 -955.568
12050 48200 127.394 -95.2858 -581.045 379.359 -960.403 -960.403
12075 48300 128.147 -81.1209 -575.847 381.6 -957.447 -957.447
12100 48400 134.454 -89.697 -562.451 400.382 -962.834 -962.834
12125 48500 129.535 -78.6391 -573.368 385.733 -959.101 -959.101
12150 48600 122.029 -76.8993 -594.993 363.38 -958.373 -958.373
12175 48700 128.093 -55.9369 -577.665 381.438 -959.104 -959.104
12200 48800 130.692 -19.5682 -563.786 389.179 -952.965 -952.965
12225 48900 133.088 -29.0527 -561.406 396.315 -957.72 -957.72
12250 49000 127.136 -22.9259 -576.729 378.589 -955.318 -955.318
12275 49100 124.858 -48.5134 -588.801 371.806 -960.607 -960.607
12300 49200 129.922 -33.7106 -570.54 386.885 -957.425 -957.425
12325 49300 134.873 -25.8439 -555.998 401.63 -957.628 -957.628
12350 49400 128.075 -11.342 -568.362 381.384 -949.746 -949.746
12375 49500 131.048 -90.6619 -577.573 390.239 -967.811 -967.811
12400 49600 125.451 -114.679 -595.213 373.572 -968.785 -968.785
12425 49700 124.126 -118.83 -600.298 369.625 -969.923 -969.923
12450 49800 134.291 -86.9152 -569.183 399.894 -969.077 -969.077
12475 49900 129.134 -22.0165 -568.356 384.538 -952.893 -952.893
12500 50000 130.295 -27.9466 -567.393 387.995 -955.389 -955.389
12525 50100 132.936 -59.3308 -567.038 395.86 -962.898 -962.898
12550 50200 124.185 -51.6819 -585.855 369.803 -955.658 -955.658
12575 50300 125.811 -54.9785 -580.814 374.644 -955.458 -955.458
12600 50400 133.849 -64.3607 -560.4 398.58 -958.981 -958.981
12625 50500 133.457 -96.7947 -567.603 397.413 -965.016 -965.016
12650 50600 127.13 -91.3713 -582.05 378.572 -960.621 -960.621
12675 50700 128.733 -97.4004 -579.832 383.346 -963.179 -963.179
12700 50800 132.792 -84.3102 -567.49 395.432 -962.922 -962.922
12725 50900 134.746 -15.3843 -548.166 401.25 -949.417 -949.417
12750 51000 137.05 7.92406 -536.422 408.112 -944.534 -944.534
12775 51100 131.522 -56.732 -563.289 391.649 -954.938 -954.938
12800 51200 126.929 -55.7563 -572.837 377.972 -950.809 -950.809
12825 51300 130.879 -64.8661 -563.794 389.737 -953.531 -953.531
12850 51400 133.782 -74.0906 -557.116 398.38 -955.496 -955.496
12875 51500 129.596 -114.605 -576.881 385.915 -962.796 -962.796
12900 51600 125.703 -128.375 -591.686 374.322 -966.008 -966.008
12925 51700 127.31 -97.1075 -580.607 379.109 -959.716 -959.716
12950 51800 133.484 -118.869 -569.283 397.493 -966.776 -966.776
12975 51900 128.612 -93.1149 -574.766 382.985 -957.751 -957.751
13000 52000 128.424 -97.7922 -576.296 382.425 -958.721 -958.721
13025 52100 135.517 -108.701 -560.317 403.546 -963.862 -963.862
13050 52200 136.478 -103.122 -557.541 406.407 -963.948 -963.948
13075 52300 128.745 -112.993 -582.009 383.381 -965.39 -965.39
13100 52400 126.255 -90.6643 -585.557 375.967 -961.524 -961.524
13125 52500 131.479 -76.6519 -570.695 391.521 -962.216 -962.216
13150 52600 135.12 -86.9502 -565.023 402.366 -967.388 -967.388
13175 52700 127.422 -72.6079 -581.337 379.441 -960.778 -960.778
13200 52800 125.69 -47.6017 -580.037 374.283 -954.319 -954.319
13225 52900 128.983 -24.2318 -566.137 384.09 -950.227 -950.227
13250 53000 131.132 4.29632 -552.794 390.487 -943.281 -943.281
13275 53100 134.254 -23.6386 -549.577 399.785 -949.362 -949.362
13300 53200 130.081 -97.37 -575.476 387.359 -962.835 -962.835
13325 53300 124.973 -87.5477 -583.925 372.147 -956.073 -956.073
13350 53400 130.965 -94.2281 -568.864 389.991 -958.855 -958.855
13375 53500 133.313 -92.257 -561.121 396.983 -958.104 -958.104
13400 53600 130.561 -118.826 -573.361 388.789 -962.151 -962.151
13425 53700 123.995 -134.648 -593.78 369.237 -963.018 -963.018
13450 53800 126.283 -119.891 -585.7 376.05 -961.75 -961.75
13475 53900 129.649 -107.143 -576.008 386.073 -962.081 -962.081
13500 54000 130.381 -70.0827 -567.645 388.253 -955.898 -955.898
13525 54100 133.164 -54.5438 -559.75 396.538 -956.289 -956.289
13550 54200 130.61 -56.7562 -568.689 388.936 -957.624 -957.624
13575 54300 124.33 -75.0017 -589.902 370.235 -960.137 -960.137
13600 54400 124.719 -31.4393 -579.516 371.39 -950.906 -950.906
13625 54500 129.023 2.29578 -559.87 384.207 -944.077 -944.077
13650 54600 134.124 -36.8647 -554.811 399.398 -954.208 -954.208
13675 54700 130.547 -72.1787 -571.995 388.747 -960.743 -960.743
13700 54800 125.345 -63.9585 -583.361 373.255 -956.616 -956.616
13725 54900 129.392 -52.9713 -572.099 385.307 -957.407 -957.407
13750 55000 130.982 -20.9696 -562.709 390.043 -952.751 -952.751
13775 55100 131.37 -18.2509 -563.892 391.197 -955.088 -955.088
13800 55200 130.774 -29.6354 -569.197 389.422 -958.619 -958.619
13825 55300 131.215 -69.307 -577.126 390.735 -967.861 -967.861
13850 55400 126.232 -51.9933 -584.59 375.898 -960.488 -960.488
13875 55500 127.092 -31.7975 -577.78 378.458 -956.239 -956.239
13900 55600 130.034 -19.7568 -568.288 387.219 -955.506 -955.506
13925 55700 130.703 4.86632 -562.034 389.212 -951.246 -951.246
13950 55800 131.695 0.151762 -560.174 392.165 -952.339 -952.339
13975 55900 132.352 -68.3949 -572.853 394.122 -966.975 -966.975
14000 56000 126.117 -99.803 -594.177 375.555 -969.732 -969.732
14025 56100 127.531 -88.6304 -587.121 379.765 -966.886 -966.886
14050 56200 133.049 -82.6334 -572.343 396.197 -968.54 -968.54
14075 56300 129.646 -52.1332 -572.779 386.064 -958.844 -958.844
14100 56400 130.842 -88.1751 -576.452 389.624 -966.076 -966.076
14125 56500 124.588 -127.404 -600.369 371.003 -971.372 -971.372
14150 56600 122.97 -101.083 -598.285 366.183 -964.468 -964.468
14175 56700 130.837 -82.6492 -573.659 389.61 -963.269 -963.269
14200 56800 131.297 -70.4097 -569.055 390.98 -960.035 -960.035
14225 56900 129.606 -66.7476 -573.609 385.945 -959.554 -959.554
14250 57000 126.863 -59.6679 -580.23 377.776 -958.006 -958.006
14275 57100 128.986 -58.3554 -574.04 384.097 -958.138 -958.138
14300 57200 137.496 -81.891 -556.538 409.44 -965.978 -965.978
14325 57300 129.463 -74.4031 -574.516 385.519 -960.035 -960.035
14350 57400 127.805 -86.7649 -582.029 380.581 -962.61 -962.61
14375 57500 130.815 -102.696 -578.108 389.543 -967.651 -967.651
14400 57600 127.933 -58.9595 -575.865 380.963 -956.827 -956.827
14425 57700 135.147 -28.2884 -552.091 402.444 -954.536 -954.536
14450 57800 134.718 7.45675 -546.04 401.167 -947.207 -947.207
14475 57900 128.625 14.9473 -559.385 383.023 -942.408 -942.408
14500 58000 132.932 -58.9497 -564.134 395.849 -959.983 -959.983
14525 58100 129.674 -78.1322 -573.841 386.148 -959.989 -959.989
14550 58200 130.396 -108.37 -578.498 388.297 -966.796 -966.796
14575 58300 129.248 -96.0203 -580.322 384.878 -965.201 -965.201
14600 58400 129.356 -75.6894 -578.008 385.2 -963.207 -963.207
14625 58500 129.544 -56.1374 -574.283 385.759 -960.042 -960.042
14650 58600 131.252 -46.3085 -568.015 390.845 -958.86 -958.86
14675 58700 137.613 -20.1118 -546.741 409.788 -956.529 -956.529
14700 58800 134.706 17.3825 -545.71 401.13 -946.84 -946.84
14725 58900 129.175 -30.1049 -568.293 384.661 -952.954 -952.954
14750 59000 128.687 -74.5248 -576.181 383.208 -959.389 -959.389
14775 59100 130.041 -96.472 -575.384 387.24 -962.624 -962.624
14800 59200 132.12 -102.3 -569.958 393.431 -963.388 -963.388
14825 59300 131.467 -79.455 -565.144 391.486 -956.63 -956.63
14850 59400 132.093 -105.73 -569.865 393.35 -963.215 -963.215
14875 59500 124.908 -95.0707 -585.549 371.955 -957.503 -957.503
14900 59600 127.083 -74.137 -576.904 378.432 -955.336 -955.336
14925 59700 132.987 -47.6437 -557.265 396.013 -953.277 -953.277
14950 59800 132.684 -59.4818 -561.687 395.109 -956.797 -956.797
14975 59900 129.004 -72.6172 -574.526 384.151 -958.677 -958.677
15000 60000 126.42 -47.6003 -576.451 376.458 -952.909 -952.909
15025 60100 132.88 -46.1668 -561.555 395.694 -957.248 -957.248
15050 60200 132.28 -21.3533 -556.83 393.906 -950.736 -950.736
15075 60300 126.139 -67.9136 -580.326 375.621 -955.947 -955.947
15100 60400 127.573 -127.869 -587.514 379.889 -967.403 -967.403
15125 60500 129.318 -115.662 -578.266 385.087 -963.354 -963.354
15150 60600 132.214 -83.1619 -562.604 393.712 -956.316 -956.316
15175 60700 132.761 -69.3352 -557.952 395.339 -953.291 -953.291
15200 60800 126.209 -80.2971 -577.488 375.83 -953.317 -953.317
15225 60900 124.543 -103.976 -587.253 370.867 -958.12 -958.12
15250 61000 130.756 -109.889 -572.23 389.37 -961.601 -961.601
15275 61100 129.916 -85.3418 -568.191 386.869 -955.06 -955.06
15300 61200 129.768 -73.6089 -566.49 386.427 -952.917 -952.917
15325 61300 132.874 -103.882 -566.652 395.677 -962.329 -962.329
15350 61400 124.785 -113.34 -590.031 371.589 -961.621 -961.621
15375 61500 124.215 -130.449 -596.196 369.891 -966.087 -966.087
15400 61600 129.538 -131.387 -583.57 385.742 -969.312 -969.312
15425 61700 131.142 -120.704 -579.403 390.517 -969.92 -969.92
15450 61800 128.959 -83.6902 -579.92 384.019 -963.939 -963.939
15475 61900 129.815 -41.9781 -572.263 386.566 -958.829 -958.829
15500 62000 135.63 -0.863272 -551.306 403.883 -955.189 -955.189
15525 62100 132.843 5.34136 -558.45 395.582 -954.032 -954.032
15550 62200 127.101 -10.3312 -576.189 378.485 -954.674 -954.674
15575 62300 129.091 -30.6559 -573.585 384.41 -957.995 -957.995
15600 62400 130.604 -40.835 -568.636 388.915 -957.551 -957.551
15625 62500 130.126 -44.8909 -567.259 387.492 -954.751 -954.751
15650 62600 129.787 -49.1386 -565.972 386.485 -952.457 -952.457
15675 62700 132.575 -69.9141 -561.097 394.786 -955.883 -955.883
15700 62800 131.941 -112.252 -572.34 392.899 -965.239 -965.239
15725 62900 126.58 -120.194 -589.739 376.934 -966.672 -966.672
15750 63000 126.905 -93.6943 -585.395 377.903 -963.298 -963.298
15775 63100 132.919 -70.1144 -565.41 395.812 -961.222 -961.222
15800 63200 132.893 -76.8769 -565.922 395.732 -961.654 -961.654
15825 63300 132.698 -122.86 -576.084 395.152 -971.235 -971.235
15850 63400 127.184 -116.197 -587.432 378.732 -966.164 -966.164
15875 63500 128.519 -111.249 -583.442 382.706 -966.149 -966.149
15900 63600 133.07 -83.3601 -566.956 396.259 -963.214 -963.214
15925 63700 136.69 -15.807 -543.766 407.041 -950.807 -950.807
15950 63800 138.772 2.74353 -535.06 413.24 -948.3 -948.3
15975 63900 130.658 -49.3225 -568.476 389.078 -957.554 -957.554
16000 64000 127.665 -51.1411 -577.859 380.165 -958.024 -958.024
16025 64100 127.214 -13.3155 -570.713 378.823 -949.536 -949.536
16050 64200 136.585 -47.451 -554.789 406.727 -961.516 -961.516
16075 64300 130.715 -54.8458 -571.373 389.246 -960.619 -960.619
16100 64400 125.377 -31.3524 -579.935 373.35 -953.285 -953.285
16125 64500 130.193 -36.0478 -569.619 387.691 -957.311 -957.311
16150 64600 129.003 0.557666 -562.639 384.149 -946.788 -946.788
16175 64700 132.115 -7.32815 -554.19 393.416 -947.606 -947.606
16200 64800 134.005 -30.4166 -552.257 399.043 -951.3 -951.3
16225 64900 126.734 -62.8421 -576.648 377.393 -954.041 -954.041
16250 65000 127.28 -94.0143 -582.274 379.017 -961.291 -961.291
16275 65100 130.943 -89.0977 -571.17 389.926 -961.096 -961.096
16300 65200 133.21 -72.7959 -561.698 396.677 -958.376 -958.376
16325 65300 127.386 -32.7727 -567.653 379.334 -946.987 -946.987
16350 65400 127.587 -55.7671 -572.554 379.933 -952.487 -952.487
16375 65500 131.109 -59.1835 -563.168 390.421 -953.589 -953.589
16400 65600 134.594 -57.151 -554.64 400.799 -955.439 -955.439
16425 65700 127.157 -39.5823 -571.097 378.65 -949.747 -949.747
16450 65800 125.464 -54.788 -578.979 373.611 -952.59 -952.59
16475 65900 131.888 -50.7408 -559.99 392.74 -952.73 -952.73
16500 66000 135.553 -41.4398 -546.539 403.655 -950.194 -950.194
16525 66100 133.953 -71.1114 -556.923 398.89 -955.812 -955.812
16550 66200 127.595 -50.4351 -568.223 379.955 -948.178 -948.178
16575 66300 129.318 -60.8148 -566.107 385.087 -951.194 -951.194
16600 66400 134.329 -85.9968 -558.24 400.01 -958.25 -958.25
16625 66500 128.057 -87.5814 -573.413 381.333 -954.745 -954.745
16650 66600 126.922 -137.317 -588.973 377.952 -966.925 -966.925
16675 66700 126.544 -105.635 -583.459 376.826 -960.285 -960.285
16700 66800 134.427 -64.2756 -556.292 400.301 -956.594 -956.594
16725 66900 130.131 -15.7091 -558.011 387.509 -945.52 -945.52
16750 67000 130.997 -45.7326 -563.221 390.088 -953.309 -953.309
16775 67100 127.959 -78.1138 -575.843 381.04 -956.883 -956.883
16800 67200 126.37 -115.341 -587.284 376.307 -963.591 -963.591
16825 67300 125.525 -89.6345 -583.365 373.792 -957.158 -957.158
16850 67400 134.048 -63.863 -557.512 399.173 -956.685 -956.685
16875 67500 131.296 -42.2785 -561.206 390.977 -952.183 -952.183
16900 67600 127.893 -51.2589 -573.106 380.842 -953.948 -953.948
16925 67700 127.561 -57.4091 -575.568 379.854 -955.422 -955.422
16950 67800 132.55 -30.8523 -555.375 394.712 -950.087 -950.087
16975 67900 136.331 -38.9815 -546.7 405.971 -952.671 -952.671
17000 68000 130.269 -62.4278 -567.089 387.919 -955.008 -955.008
17025 68100 130.255 -103.433 -577.792 387.876 -965.669 -965.669
17050 68200 127.841 -82.873 -580.387 380.689 -961.076 -961.076
17075 68300 130.784 -72.0868 -571.437 389.452 -960.889 -960.889
17100 68400 136.232 -35.2856 -549.6 405.674 -955.274 -955.274
17125 68500 135.7 -14.7408 -547.042 404.092 -951.134 -951.134
17150 68600 124.727 -11.5539 -572.15 371.416 -943.566 -943.566
17175 68700 130.68 -65.6876 -566.891 389.142 -956.033 -956.033
17200 68800 132.779 -97.6296 -566.653 395.393 -962.046 -962.046
17225 68900 124.782 -84.1496 -582.821 371.579 -954.4 -954.4
17250 69000 127.02 -107.254 -582.147 378.242 -960.389 -960.389
17275 69100 135.446 -77.453 -554.007 403.335 -957.342 -957.342
17300 69200 131.963 -48.3506 -558.469 392.964 -951.433 -951.433
17325 69300 127.635 -47.8968 -572.321 380.075 -952.396 -952.396
17350 69400 128.639 -60.1837 -573.874 383.065 -956.939 -956.939
17375 69500 133.886 -28.0189 -552.888 398.69 -951.578 -951.578
17400 69600 137.997 -11.9139 -539.695 410.931 -950.625 -950.625
17425 69700 131.408 -22.9916 -561.706 391.311 -953.018 -953.018
17450 69800 127.191 -4.27365 -570.67 378.753 -949.423 -949.423
17475 69900 130.635 -11.0313 -565.085 389.007 -954.093 -954.093
17500 70000 131.879 17.4588 -554.37 392.713 -947.083 -947.083
17525 70100 137.095 -4.59146 -546.42 408.244 -954.664 -954.664
17550 70200 125.848 2.58075 -572.326 374.754 -947.08 -947.08
17575 70300 128.002 -29.9737 -572.875 381.167 -954.043 -954.043
17600 70400 134.985 -82.4377 -565.466 401.961 -967.427 -967.427
17625 70500 128.027 -95.0527 -584.603 381.242 -965.845 -965.845
17650 70600 124.764 -103.089 -595.234 371.527 -966.761 -966.761
17675 70700 127.027 -77.8949 -584.334 378.263 -962.598 -962.598
17700 70800 131.144 -72.0883 -572.689 390.525 -963.214 -963.214
17725 70900 131.713 -67.8863 -570.155 392.218 -962.372 -962.372
17750 71000 127.267 -63.5505 -579.368 378.979 -958.347 -958.347
17775 71100 125.859 -100.086 -590.019 374.788 -964.806 -964.806
17800 71200 127.28 -102.414 -585.086 379.019 -964.105 -964.105
17825 71300 133.179 -75.1625 -562.878 396.585 -959.463 -959.463
17850 71400 130.882 -42.1776 -560.554 389.745 -950.3 -950.3
17875 71500 128.527 -37.9765 -565.827 382.73 -948.557 -948.557
17900 71600 129.146 -60.9202 -570.962 384.573 -955.536 -955.536
17925 71700 126.112 -48.9311 -577.137 375.541 -952.678 -952.678
17950 71800 130.193 -40.8784 -564.469 387.692 -952.161 -952.161
17975 71900 136.307 -69.6865 -552.922 405.9 -958.822 -958.822
18000 72000 129.007 -87.7343 -572.895 384.161 -957.056 -957.056
18025 72100 126.117 -79.7699 -577.584 375.556 -953.139 -953.139
18050 72200 131.191 -94.1102 -568.03 390.665 -958.694 -958.694
18075 72300 131.823 -95.7879 -566.599 392.547 -959.146 -959.146
18100 72400 126.098 -87.4646 -578.338 375.498 -953.836 -953.836
18125 72500 125.442 -155.435 -595.886 373.545 -969.431 -969.431
18150 72600 125.752 -148.43 -594.804 374.469 -969.273 -969.273
18175 72700 130.394 -63.3452 -567.852 388.291 -956.143 -956.143
18200 72800 130.31 -6.39266 -560.903 388.04 -948.943 -948.943
18225 72900 130.847 13.2215 -558.168 389.64 -947.808 -947.808
18250 73000 132.098 -10.2135 -560.461 393.365 -953.826 -953.826
18275 73100 126.25 -49.2683 -583.156 375.952 -959.108 -959.108
18300 73200 127.153 -79.2986 -586.779 378.641 -965.42 -965.42
18325 73300 131.851 -70.1259 -572.179 392.631 -964.809 -964.809
18350 73400 134.966 -32.3674 -556.435 401.905 -958.339 -958.339
18375 73500 132.359 24.5141 -550.725 394.142 -944.867 -944.867
18400 73600 130.032 22.4529 -556.891 387.214 -944.105 -944.105
18425 73700 130.4 -46.1918 -569.666 388.309 -957.975 -957.975
18450 73800 128.569 -102.163 -583.881 382.856 -966.736 -966.736
18475 73900 127.386 -129.467 -592.388 379.334 -971.722 -971.722
18500 74000 128.185 -102.101 -585.317 381.713 -967.029 -967.029
18525 74100 134.414 -50.3026 -559.925 400.263 -960.187 -960.187
18550 74200 131.356 -31.3923 -564.424 391.155 -955.58 -955.58
18575 74300 127.991 -49.839 -576.064 381.135 -957.199 -957.199
18600 74400 128.255 -80.7906 -581.069 381.921 -962.989 -962.989
18625 74500 128.029 -84.4643 -582.082 381.249 -963.331 -963.331
18650 74600 130.715 -54.2632 -570.524 389.247 -959.771 -959.771
18675 74700 131.74 -1.2426 -558.379 392.298 -950.677 -950.677
18700 74800 135.287 -19.6136 -555.298 402.861 -958.159 -958.159
18725 74900 128.584 -60.1986 -582.332 382.902 -965.234 -965.234
18750 75000 126.705 -55.1138 -586.744 377.306 -964.05 -964.05
18775 75100 130.993 -49.7058 -574.386 390.074 -964.46 -964.46
18800 75200 132.181 -42.3734 -566.926 393.613 -960.539 -960.539
18825 75300 129.39 -57.3199 -574.805 385.301 -960.106 -960.106
18850 75400 122.835 -78.5068 -594.923 365.782 -960.706 -960.706
18875 75500 128.677 -89.4202 -581.796 383.178 -964.974 -964.974
18900 75600 133.202 -78.858 -567.561 396.652 -964.213 -964.213
18925 75700 130.207 -63.9938 -572.554 387.735 -960.289 -960.289
18950 75800 129.216 -68.6589 -577.58 384.784 -962.364 -962.364
18975 75900 129.206 -75.2068 -580.642 384.755 -965.397 -965.397
19000 76000 125.447 -50.8097 -584.921 373.561 -958.482 -958.482
19025 76100 132.549 -56.9052 -569.728 394.708 -964.436 -964.436
19050 76200 133.546 -41.4749 -564.026 397.677 -961.703 -961.703
19075 76300 127.569 -45.7898 -579.537 379.878 -959.415 -959.415
19100 76400 125.682 -55.2866 -585.822 374.26 -960.082 -960.082
19125 76500 130.717 -0.256667 -559.915 389.254 -949.169 -949.169
19150 76600 134.51 -1.78859 -550.66 400.549 -951.209 -951.209
19175 76700 131.278 -38.4996 -565.746 390.922 -956.668 -956.668
19200 76800 128.181 -85.5573 -582.346 381.702 -964.048 -964.048
19225 76900 127.166 -88.1812 -582.498 378.678 -961.176 -961.176
19250 77000 132.932 -88.2937 -566.914 395.848 -962.762 -962.762
19275 77100 133.365 -60.1816 -559.976 397.139 -957.115 -957.115
19300 77200 127.972 -84.0122 -579.523 381.08 -960.603 -960.603
19325 77300 124.552 -95.105 -590.702 370.894 -961.595 -961.595
19350 77400 129.883 -78.0901 -573.655 386.77 -960.426 -960.426
19375 77500 133.987 -68.1125 -561.405 398.992 -960.396 -960.396
19400 77600 129.556 -61.7151 -571.202 385.795 -956.996 -956.996
19425 77700 126.728 -70.6003 -580.636 377.374 -958.009 -958.009
19450 77800 133.586 -82.6032 -566.672 397.796 -964.468 -964.468
19475 77900 137.067 -44.8077 -550.384 408.161 -958.546 -958.546
19500 78000 131.114 -62.4652 -571.423 390.436 -961.859 -961.859
19525 78100 128.22 -78.2491 -583.399 381.816 -965.215 -965.215
19550 78200 128.818 -65.9931 -580.269 383.599 -963.868 -963.868
19575 78300 129.592 -8.72441 -567.425 385.904 -953.329 -953.329
19600 78400 134.598 53.1983 -541.945 400.81 -942.755 -942.755
19625 78500 136.201 29.1526 -541.887 405.583 -947.469 -947.469
19650 78600 133.103 -23.2762 -559.862 396.358 -956.22 -956.22
19675 78700 128.607 -49.1805 -574.797 382.971 -957.768 -957.768
19700 78800 129.107 -83.3908 -579.593 384.458 -964.052 -964.052
19725 78900 128.571 -77.0984 -578.243 382.864 -961.107 -961.107
19750 79000 133.931 -63.9616 -561.631 398.823 -960.453 -960.453
19775 79100 133.774 -34.3304 -555.191 398.355 -953.546 -953.546
19800 79200 127.921 -57.0616 -576.389 380.927 -957.317 -957.317
19825 79300 126.257 -78.0818 -584.702 375.972 -960.674 -960.674
19850 79400 130.657 -94.4846 -574.971 389.075 -964.046 -964.046
19875 79500 131.703 -107.627 -575.045 392.189 -967.234 -967.234
19900 79600 125.467 -48.9269 -577.422 373.618 -951.041 -951.041
19925 79700 128.891 -30.9671 -564.663 383.817 -948.48 -948.48
19950 79800 132.421 -57.8969 -559.996 394.328 -954.324 -954.324
19975 79900 130.99 -90.5059 -568.088 390.066 -958.154 -958.154
20000 80000 127.362 -112.901 -579.628 379.262 -958.89 -958.89
20025 80100 128.881 -138.265 -579.43 383.787 -963.217 -963.217
