Structure file for LAMMPS generated by a MolSSI flowchart
      1000 atoms
         1 atom types
0.0 40.480701839287065 xlo xhi
0.0 40.480701839287065 ylo yhi
0.0 40.480701839287065 zlo zhi

Atoms

     1      1      1  0.000   30.6740000    3.3640000    3.8460000
     2      1      1  0.000    3.9770000   17.2230000    3.9110000
     3      1      1  0.000   18.1410000   26.6170000   34.8120000
     4      1      1  0.000    5.3260000   32.6890000   29.6170000
     5      1      1  0.000   14.8930000   10.4320000   16.2080000
     6      1      1  0.000   34.6580000   27.0410000    4.9740000
     7      1      1  0.000    3.5670000   15.4170000   30.4730000
     8      1      1  0.000   32.0060000   27.7610000   35.7840000
     9      1      1  0.000   17.8840000   13.9160000   35.0710000
    10      1      1  0.000   33.1420000   35.6600000   18.5440000
    11      1      1  0.000   35.9630000   32.5110000   32.3950000
    12      1      1  0.000    8.9170000   14.4660000    9.2430000
    13      1      1  0.000   31.2670000   32.4950000   16.0980000
    14      1      1  0.000   15.7900000   13.5110000   11.5000000
    15      1      1  0.000    9.5470000   15.5200000    0.7690000
    16      1      1  0.000   13.1800000   19.1270000   31.0070000
    17      1      1  0.000   34.5260000   14.2200000   35.5760000
    18      1      1  0.000    9.8510000   31.9180000   21.2930000
    19      1      1  0.000    7.6040000    9.9930000    9.9570000
    20      1      1  0.000   36.5190000   17.9800000    2.3990000
    21      1      1  0.000    2.9250000    8.1660000   11.0110000
    22      1      1  0.000    8.1470000   26.8890000   35.8810000
    23      1      1  0.000   18.3270000   19.9710000   17.2020000
    24      1      1  0.000   21.1550000   21.9950000   17.7480000
    25      1      1  0.000    9.2040000   29.7230000   30.2700000
    26      1      1  0.000   26.5040000    5.9910000   25.3730000
    27      1      1  0.000   26.5940000   35.6820000   18.1230000
    28      1      1  0.000    2.6450000   13.3020000   10.3280000
    29      1      1  0.000   24.6060000   31.4110000   24.0660000
    30      1      1  0.000   22.4370000   34.9140000   22.1010000
    31      1      1  0.000   33.5950000   15.5890000   27.9280000
    32      1      1  0.000   13.8630000    9.1830000    2.6360000
    33      1      1  0.000    5.8490000   18.9080000   30.4360000
    34      1      1  0.000   30.1670000   23.0460000   32.7590000
    35      1      1  0.000    6.0870000   18.1320000   32.9200000
    36      1      1  0.000    3.2800000   22.4780000   31.5630000
    37      1      1  0.000    6.8950000    1.0840000   22.7160000
    38      1      1  0.000   19.7410000   32.5580000   18.9190000
    39      1      1  0.000   17.5000000   28.1090000    0.0260000
    40      1      1  0.000   34.0680000    2.1250000   24.1970000
    41      1      1  0.000   16.7070000    8.0530000    9.3430000
    42      1      1  0.000   27.8120000   27.6370000   12.7520000
    43      1      1  0.000    0.8710000    6.2690000    9.2610000
    44      1      1  0.000    0.4810000   38.3700000   22.7380000
    45      1      1  0.000   15.4590000   35.9530000    8.3200000
    46      1      1  0.000   20.4020000    7.7520000   24.9090000
    47      1      1  0.000   11.0020000   21.1500000   18.9550000
    48      1      1  0.000   24.2840000    1.5890000   18.2540000
    49      1      1  0.000   33.7010000    7.8180000   18.9030000
    50      1      1  0.000   34.8970000    1.7900000   35.0800000
