# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
37750 251000 131.233 118.323 1.183 38.2741 38.2741 38.2741 -721.237 390.789 -1112.03 -1112.03
37775 251100 123.146 58.3089 1.17738 38.3349 38.3349 38.3349 -745.911 366.707 -1112.62 -1112.62
37800 251200 126.511 60.4208 1.17549 38.3555 38.3555 38.3555 -734.722 376.729 -1111.45 -1111.45
37825 251300 130.3 107.218 1.17761 38.3324 38.3324 38.3324 -720.133 388.01 -1108.14 -1108.14
37850 251400 131.511 143.732 1.17915 38.3158 38.3158 38.3158 -714.347 391.616 -1105.96 -1105.96
37875 251500 129.057 148.378 1.17609 38.349 38.349 38.349 -718.13 384.31 -1102.44 -1102.44
37900 251600 125.25 105.429 1.16766 38.441 38.441 38.441 -726.609 372.974 -1099.58 -1099.58
37925 251700 129.244 54.6942 1.15811 38.5464 38.5464 38.5464 -714.045 384.868 -1098.91 -1098.91
37950 251800 133.01 58.9287 1.15273 38.6063 38.6063 38.6063 -696.97 396.08 -1093.05 -1093.05
37975 251900 130.36 87.0407 1.15131 38.6221 38.6221 38.6221 -697.055 388.19 -1085.25 -1085.25
38000 252000 130.342 52.8426 1.15201 38.6143 38.6143 38.6143 -705.88 388.135 -1094.02 -1094.02
38025 252100 124.352 56.0386 1.15748 38.5534 38.5534 38.5534 -727.314 370.298 -1097.61 -1097.61
38050 252200 129.224 86.0911 1.16831 38.4339 38.4339 38.4339 -723.708 384.808 -1108.52 -1108.52
38075 252300 134.968 182.57 1.18026 38.3037 38.3037 38.3037 -704.409 401.913 -1106.32 -1106.32
38100 252400 138.319 182.518 1.18432 38.2599 38.2599 38.2599 -698.664 411.89 -1110.55 -1110.55
38125 252500 126.875 110.359 1.17997 38.3069 38.3069 38.3069 -731.72 377.812 -1109.53 -1109.53
38150 252600 130.581 9.67524 1.17476 38.3634 38.3634 38.3634 -733.21 388.849 -1122.06 -1122.06
38175 252700 129.246 51.1314 1.17814 38.3267 38.3267 38.3267 -734.239 384.872 -1119.11 -1119.11
38200 252800 127.068 168.034 1.18624 38.2393 38.2393 38.2393 -729.139 378.387 -1107.53 -1107.53
38225 252900 135.464 177.652 1.18785 38.2219 38.2219 38.2219 -708.625 403.39 -1112.01 -1112.01
38250 253000 132.629 118.916 1.18136 38.2918 38.2918 38.2918 -718.441 394.948 -1113.39 -1113.39
38275 253100 127.141 62.7999 1.1726 38.3869 38.3869 38.3869 -732.646 378.604 -1111.25 -1111.25
38300 253200 127.697 48.0565 1.16763 38.4413 38.4413 38.4413 -728.024 380.261 -1108.28 -1108.28
38325 253300 130.423 67.164 1.16802 38.437 38.437 38.437 -716.382 388.377 -1104.76 -1104.76
38350 253400 132.095 99.4063 1.17188 38.3948 38.3948 38.3948 -709.111 393.358 -1102.47 -1102.47
38375 253500 131.498 91.4965 1.17642 38.3453 38.3453 38.3453 -717.845 391.579 -1109.42 -1109.42
38400 253600 125.351 70.6505 1.18238 38.2808 38.2808 38.2808 -744.698 373.274 -1117.97 -1117.97
38425 253700 130.369 86.3995 1.19197 38.1779 38.1779 38.1779 -740.503 388.218 -1128.72 -1128.72
38450 253800 132.005 167.334 1.20283 38.0627 38.0627 38.0627 -733.883 393.088 -1126.97 -1126.97
38475 253900 132.442 155.849 1.20782 38.0101 38.0101 38.0101 -741.727 394.389 -1136.12 -1136.12
38500 254000 124.74 123.899 1.20692 38.0196 38.0196 38.0196 -765.332 371.456 -1136.79 -1136.79
38525 254100 128.418 89.4359 1.20338 38.0568 38.0568 38.0568 -758.525 382.406 -1140.93 -1140.93
38550 254200 129.933 120.133 1.1997 38.0957 38.0957 38.0957 -743.894 386.918 -1130.81 -1130.81
38575 254300 132.557 81.0218 1.19405 38.1557 38.1557 38.1557 -738.101 394.731 -1132.83 -1132.83
38600 254400 127.382 92.8154 1.18836 38.2165 38.2165 38.2165 -740.916 379.321 -1120.24 -1120.24
38625 254500 128.281 70.4243 1.18237 38.2809 38.2809 38.2809 -735.328 382 -1117.33 -1117.33
38650 254600 127.269 96.4641 1.17738 38.3349 38.3349 38.3349 -725.876 378.986 -1104.86 -1104.86
38675 254700 134.304 41.6463 1.172 38.3935 38.3935 38.3935 -711.802 399.935 -1111.74 -1111.74
38700 254800 134.297 -0.307487 1.17207 38.3927 38.3927 38.3927 -722.345 399.913 -1122.26 -1122.26
38725 254900 125.048 153.484 1.18245 38.2801 38.2801 38.2801 -731.891 372.373 -1104.26 -1104.26
38750 255000 132.317 183.382 1.1904 38.1947 38.1947 38.1947 -719.247 394.017 -1113.26 -1113.26
38775 255100 133.393 149.148 1.18997 38.1992 38.1992 38.1992 -720.283 397.223 -1117.51 -1117.51
38800 255200 125.548 100.42 1.1839 38.2644 38.2644 38.2644 -740.559 373.862 -1114.42 -1114.42
38825 255300 124.33 79.2347 1.17651 38.3444 38.3444 38.3444 -736.47 370.233 -1106.7 -1106.7
38850 255400 130.122 23.9794 1.17134 38.4007 38.4007 38.4007 -724.774 387.481 -1112.26 -1112.26
38875 255500 131.866 37.1107 1.1739 38.3728 38.3728 38.3728 -721.725 392.675 -1114.4 -1114.4
38900 255600 127.537 131.502 1.18324 38.2716 38.2716 38.2716 -727.857 379.783 -1107.64 -1107.64
38925 255700 129.444 164.184 1.19038 38.1949 38.1949 38.1949 -726.085 385.461 -1111.55 -1111.55
38950 255800 136.035 135.18 1.19128 38.1852 38.1852 38.1852 -715.404 405.088 -1120.49 -1120.49
38975 255900 127.803 125.232 1.18805 38.2198 38.2198 38.2198 -733.533 380.576 -1114.11 -1114.11
39000 256000 125.899 70.6188 1.18203 38.2846 38.2846 38.2846 -740.271 374.906 -1115.18 -1115.18
39025 256100 130.601 59.3773 1.17782 38.3302 38.3302 38.3302 -724.87 388.907 -1113.78 -1113.78
39050 256200 129.299 113.036 1.17735 38.3352 38.3352 38.3352 -718.69 385.03 -1103.72 -1103.72
39075 256300 131.393 100.835 1.17636 38.346 38.346 38.346 -716.283 391.265 -1107.55 -1107.55
39100 256400 129.234 98.2035 1.1747 38.364 38.364 38.364 -719.213 384.837 -1104.05 -1104.05
39125 256500 129.278 85.519 1.17334 38.3789 38.3789 38.3789 -719.433 384.968 -1104.4 -1104.4
39150 256600 132.578 124.83 1.1729 38.3837 38.3837 38.3837 -702.401 394.796 -1097.2 -1097.2
39175 256700 136.883 100.164 1.17071 38.4076 38.4076 38.4076 -693.475 407.614 -1101.09 -1101.09
39200 256800 128.637 69.1471 1.16818 38.4353 38.4353 38.4353 -717.194 383.059 -1100.25 -1100.25
39225 256900 126.511 76.725 1.16846 38.4322 38.4322 38.4322 -720.847 376.729 -1097.58 -1097.58
39250 257000 134.138 52.3313 1.17214 38.392 38.392 38.392 -710.485 399.439 -1109.92 -1109.92
39275 257100 131.798 86.7165 1.18097 38.2961 38.2961 38.2961 -719.917 392.471 -1112.39 -1112.39
39300 257200 126.728 106.414 1.193 38.1669 38.1669 38.1669 -744.6 377.373 -1121.97 -1121.97
39325 257300 130.103 156.649 1.20529 38.0367 38.0367 38.0367 -742.285 387.425 -1129.71 -1129.71
39350 257400 132.679 172.01 1.21247 37.9614 37.9614 37.9614 -742.74 395.095 -1137.84 -1137.84
39375 257500 125.346 179.099 1.21184 37.9681 37.9681 37.9681 -759.15 373.259 -1132.41 -1132.41
39400 257600 127.728 91.7611 1.2032 38.0587 38.0587 38.0587 -758.357 380.351 -1138.71 -1138.71
39425 257700 135.218 72.854 1.19417 38.1544 38.1544 38.1544 -730.674 402.655 -1133.33 -1133.33
39450 257800 128.228 118.998 1.18715 38.2295 38.2295 38.2295 -730.667 381.841 -1112.51 -1112.51
39475 257900 129.402 82.166 1.17855 38.3222 38.3222 38.3222 -725.262 385.338 -1110.6 -1110.6
39500 258000 133.957 33.1296 1.17163 38.3976 38.3976 38.3976 -713.693 398.903 -1112.6 -1112.6
39525 258100 133.098 28.3051 1.17179 38.3958 38.3958 38.3958 -716.946 396.342 -1113.29 -1113.29
39550 258200 126.043 59.4631 1.17996 38.307 38.307 38.307 -739.927 375.334 -1115.26 -1115.26
39575 258300 130.492 92.8378 1.19295 38.1674 38.1674 38.1674 -739.035 388.583 -1127.62 -1127.62
39600 258400 132.438 164.362 1.20647 38.0243 38.0243 38.0243 -737.715 394.379 -1132.09 -1132.09
39625 258500 128.338 163.876 1.21355 37.9502 37.9502 37.9502 -756.369 382.17 -1138.54 -1138.54
39650 258600 127.27 117.996 1.21353 37.9504 37.9504 37.9504 -767.612 378.988 -1146.6 -1146.6
39675 258700 128.358 125.282 1.21074 37.9795 37.9795 37.9795 -760.978 382.229 -1143.21 -1143.21
39700 258800 133.203 156.295 1.20517 38.038 38.038 38.038 -737.08 396.656 -1133.74 -1133.74
39725 258900 134.028 129.151 1.19418 38.1543 38.1543 38.1543 -725.991 399.112 -1125.1 -1125.1
39750 259000 130.478 51.9707 1.18099 38.2958 38.2958 38.2958 -733.065 388.54 -1121.6 -1121.6
39775 259100 126.824 37.2966 1.17331 38.3792 38.3792 38.3792 -736.411 377.66 -1114.07 -1114.07
39800 259200 128.52 93.4406 1.17266 38.3863 38.3863 38.3863 -722.706 382.709 -1105.41 -1105.41
39825 259300 131.475 156.671 1.17257 38.3872 38.3872 38.3872 -703.049 391.509 -1094.56 -1094.56
39850 259400 135.429 67.4899 1.1684 38.4328 38.4328 38.4328 -704.608 403.284 -1107.89 -1107.89
39875 259500 128.286 60.7979 1.16717 38.4464 38.4464 38.4464 -720.26 382.012 -1102.27 -1102.27
39900 259600 126.881 93.1082 1.16973 38.4184 38.4184 38.4184 -718.46 377.83 -1096.29 -1096.29
39925 259700 134.81 58.7274 1.17371 38.3749 38.3749 38.3749 -709.83 401.441 -1111.27 -1111.27
39950 259800 128.07 123.287 1.18007 38.3058 38.3058 38.3058 -722.64 381.372 -1104.01 -1104.01
39975 259900 126.432 142.48 1.18328 38.2711 38.2711 38.2711 -729.059 376.492 -1105.55 -1105.55
40000 260000 138.253 153.322 1.18164 38.2888 38.2888 38.2888 -697.06 411.694 -1108.75 -1108.75
40025 260100 133.839 162.302 1.17529 38.3577 38.3577 38.3577 -701.093 398.548 -1099.64 -1099.64
40050 260200 126.285 109.47 1.16433 38.4776 38.4776 38.4776 -716.857 376.056 -1092.91 -1092.91
40075 260300 130.117 18.3717 1.1551 38.5799 38.5799 38.5799 -711.616 387.466 -1099.08 -1099.08
40100 260400 132.505 34.0216 1.15501 38.5808 38.5808 38.5808 -700.322 394.578 -1094.9 -1094.9
40125 260500 135.257 78.8488 1.16164 38.5072 38.5072 38.5072 -693.222 402.773 -1095.99 -1095.99
40150 260600 128.27 125.404 1.16932 38.4228 38.4228 38.4228 -712.104 381.967 -1094.07 -1094.07
40175 260700 127.821 108.228 1.1742 38.3695 38.3695 38.3695 -723.392 380.628 -1104.02 -1104.02
40200 260800 129.065 124.669 1.17731 38.3357 38.3357 38.3357 -720.134 384.333 -1104.47 -1104.47
40225 260900 133.79 143.841 1.17738 38.3349 38.3349 38.3349 -703.184 398.405 -1101.59 -1101.59
40250 261000 136.218 126.254 1.173 38.3826 38.3826 38.3826 -693.974 405.634 -1099.61 -1099.61
40275 261100 125.727 76.4436 1.16635 38.4554 38.4554 38.4554 -721.398 374.393 -1095.79 -1095.79
40300 261200 127.957 20.3206 1.16309 38.4913 38.4913 38.4913 -723.441 381.033 -1104.47 -1104.47
40325 261300 128.726 87.7239 1.16729 38.445 38.445 38.445 -713.198 383.323 -1096.52 -1096.52
40350 261400 134.027 118.285 1.17302 38.3823 38.3823 38.3823 -700.826 399.11 -1099.94 -1099.94
40375 261500 132.745 102.018 1.17705 38.3385 38.3385 38.3385 -712.167 395.292 -1107.46 -1107.46
40400 261600 128.086 97.5741 1.18043 38.3019 38.3019 38.3019 -727.38 381.419 -1108.8 -1108.8
40425 261700 133.296 41.0122 1.18483 38.2544 38.2544 38.2544 -728.61 396.931 -1125.54 -1125.54
40450 261800 127.744 93.0596 1.19436 38.1524 38.1524 38.1524 -742.042 380.401 -1122.44 -1122.44
40475 261900 128.737 123.852 1.20485 38.0413 38.0413 38.0413 -746.587 383.358 -1129.94 -1129.94
40500 262000 131.057 163.033 1.21223 37.964 37.964 37.964 -742.641 390.265 -1132.91 -1132.91
40525 262100 133.233 155.219 1.21268 37.9593 37.9593 37.9593 -740.122 396.745 -1136.87 -1136.87
40550 262200 127.86 113.069 1.20721 38.0166 38.0166 38.0166 -754.523 380.746 -1135.27 -1135.27
40575 262300 125.687 61.3754 1.20079 38.0841 38.0841 38.0841 -761.601 374.274 -1135.88 -1135.88
40600 262400 129.838 91.3199 1.19759 38.1181 38.1181 38.1181 -741.478 386.636 -1128.11 -1128.11
40625 262500 133.061 99.9778 1.1957 38.1381 38.1381 38.1381 -730.804 396.232 -1127.04 -1127.04
40650 262600 130.019 95.6158 1.1941 38.1552 38.1552 38.1552 -739.083 387.173 -1126.26 -1126.26
40675 262700 126.83 111.007 1.19293 38.1676 38.1676 38.1676 -744.652 377.679 -1122.33 -1122.33
40700 262800 131.002 132.41 1.19009 38.198 38.198 38.198 -726.89 390.103 -1116.99 -1116.99
40725 262900 138.116 73.4721 1.1847 38.2558 38.2558 38.2558 -714.23 411.285 -1125.52 -1125.52
40750 263000 128.799 87.5738 1.18138 38.2916 38.2916 38.2916 -730.706 383.543 -1114.25 -1114.25
40775 263100 129.847 49.2186 1.18007 38.3058 38.3058 38.3058 -734.129 386.662 -1120.79 -1120.79
40800 263200 130.805 56.0967 1.18371 38.2665 38.2665 38.2665 -734.165 389.516 -1123.68 -1123.68
40825 263300 127.454 117.641 1.19174 38.1803 38.1803 38.1803 -739.9 379.535 -1119.44 -1119.44
40850 263400 129.124 147.172 1.19843 38.1092 38.1092 38.1092 -737.885 384.51 -1122.39 -1122.39
40875 263500 134.306 142.16 1.20074 38.0847 38.0847 38.0847 -729.559 399.941 -1129.5 -1129.5
40900 263600 126.724 173.747 1.1977 38.1169 38.1169 38.1169 -739.787 377.363 -1117.15 -1117.15
40925 263700 126.436 98.7358 1.18706 38.2305 38.2305 38.2305 -742.825 376.505 -1119.33 -1119.33
40950 263800 132.201 65.1761 1.17483 38.3627 38.3627 38.3627 -719.411 393.673 -1113.08 -1113.08
40975 263900 129.172 83.5609 1.16536 38.4663 38.4663 38.4663 -711.805 384.651 -1096.46 -1096.46
41000 264000 130.134 44.92 1.15776 38.5503 38.5503 38.5503 -706.217 387.517 -1093.73 -1093.73
41025 264100 133.069 3.4199 1.15585 38.5715 38.5715 38.5715 -703.95 396.257 -1100.21 -1100.21
41050 264200 124.52 55.7194 1.16392 38.4821 38.4821 38.4821 -725.941 370.798 -1096.74 -1096.74
41075 264300 125.074 92.5988 1.17863 38.3214 38.3214 38.3214 -738.334 372.448 -1110.78 -1110.78
41100 264400 130.948 184.068 1.19456 38.1503 38.1503 38.1503 -726.584 389.939 -1116.52 -1116.52
41125 264500 132.257 218.983 1.20219 38.0694 38.0694 38.0694 -725.271 393.84 -1119.11 -1119.11
41150 264600 130.217 139.167 1.19762 38.1177 38.1177 38.1177 -737.425 387.765 -1125.19 -1125.19
41175 264700 124.519 64.6889 1.18838 38.2163 38.2163 38.2163 -752.568 370.795 -1123.36 -1123.36
41200 264800 128.739 30.1833 1.18284 38.2758 38.2758 38.2758 -740.948 383.363 -1124.31 -1124.31
41225 264900 135.695 67.182 1.18397 38.2636 38.2636 38.2636 -718.066 404.075 -1122.14 -1122.14
41250 265000 130.78 105.545 1.18891 38.2106 38.2106 38.2106 -731.791 389.44 -1121.23 -1121.23
41275 265100 125.136 148.307 1.19348 38.1618 38.1618 38.1618 -744.422 372.633 -1117.06 -1117.06
41300 265200 131.351 122.934 1.1939 38.1573 38.1573 38.1573 -734.395 391.139 -1125.53 -1125.53
41325 265300 134.275 118.86 1.19096 38.1887 38.1887 38.1887 -723.859 399.849 -1123.71 -1123.71
41350 265400 128.903 77.0627 1.18588 38.2432 38.2432 38.2432 -739.28 383.85 -1123.13 -1123.13
41375 265500 124.582 30.0358 1.18293 38.2748 38.2748 38.2748 -755.022 370.983 -1126 -1126
41400 265600 130.914 45.6668 1.18721 38.2288 38.2288 38.2288 -741.093 389.84 -1130.93 -1130.93
41425 265700 133.616 128.543 1.19784 38.1154 38.1154 38.1154 -732.633 397.884 -1130.52 -1130.52
41450 265800 131.399 140.521 1.20767 38.0117 38.0117 38.0117 -749.459 391.285 -1140.74 -1140.74
41475 265900 130.407 115.106 1.21444 37.9409 37.9409 37.9409 -766.066 388.33 -1154.4 -1154.4
41500 266000 130.676 125.772 1.2193 37.8905 37.8905 37.8905 -769.123 389.131 -1158.25 -1158.25
41525 266100 127.543 150.369 1.22146 37.8681 37.8681 37.8681 -774.673 379.802 -1154.47 -1154.47
41550 266200 126.59 162.451 1.2185 37.8987 37.8987 37.8987 -770.278 376.962 -1147.24 -1147.24
41575 266300 133.01 122.11 1.2084 38.0041 38.0041 38.0041 -746.474 396.082 -1142.56 -1142.56
41600 266400 131.732 46.7041 1.19443 38.1517 38.1517 38.1517 -744.809 392.276 -1137.09 -1137.09
41625 266500 124.404 60.3952 1.18417 38.2615 38.2615 38.2615 -748.873 370.455 -1119.33 -1119.33
41650 266600 128.671 104.214 1.17734 38.3353 38.3353 38.3353 -722.696 383.16 -1105.86 -1105.86
41675 266700 132.114 61.9827 1.17053 38.4096 38.4096 38.4096 -714.215 393.414 -1107.63 -1107.63
41700 266800 129.53 45.112 1.16733 38.4446 38.4446 38.4446 -720.676 385.718 -1106.39 -1106.39
41725 266900 127.098 68.651 1.16975 38.4181 38.4181 38.4181 -726.006 378.477 -1104.48 -1104.48
41750 267000 132.371 95.2897 1.17619 38.3478 38.3478 38.3478 -715.633 394.179 -1109.81 -1109.81
41775 267100 135.458 131.204 1.18375 38.266 38.266 38.266 -708.637 403.371 -1112.01 -1112.01
41800 267200 129.855 108.631 1.18965 38.2027 38.2027 38.2027 -736.168 386.687 -1122.85 -1122.85
41825 267300 126.572 155.484 1.19408 38.1554 38.1554 38.1554 -743.316 376.91 -1120.23 -1120.23
41850 267400 132.532 131.655 1.19355 38.161 38.161 38.161 -734.258 394.657 -1128.92 -1128.92
41875 267500 130.263 128.824 1.18852 38.2148 38.2148 38.2148 -732.691 387.9 -1120.59 -1120.59
41900 267600 130.143 42.9836 1.18076 38.2983 38.2983 38.2983 -738.013 387.542 -1125.56 -1125.56
41925 267700 122.096 69.5899 1.17714 38.3376 38.3376 38.3376 -747.182 363.581 -1110.76 -1110.76
41950 267800 131.021 77.0324 1.17711 38.3378 38.3378 38.3378 -722.989 390.157 -1113.15 -1113.15
41975 267900 131.768 120.657 1.17917 38.3155 38.3155 38.3155 -714.311 392.382 -1106.69 -1106.69
42000 268000 129.944 126.767 1.17957 38.3111 38.3111 38.3111 -719.019 386.952 -1105.97 -1105.97
42025 268100 126.777 100.529 1.17735 38.3352 38.3352 38.3352 -729.961 377.519 -1107.48 -1107.48
42050 268200 126.083 64.5851 1.17452 38.366 38.366 38.366 -732.984 375.455 -1108.44 -1108.44
42075 268300 135.596 45.0116 1.1754 38.3565 38.3565 38.3565 -712.59 403.781 -1116.37 -1116.37
42100 268400 132.2 108.183 1.18217 38.2831 38.2831 38.2831 -717.332 393.669 -1111 -1111
42125 268500 129.258 109.54 1.18968 38.2024 38.2024 38.2024 -734.952 384.909 -1119.86 -1119.86
42150 268600 129.683 123.42 1.1969 38.1254 38.1254 38.1254 -742.586 386.175 -1128.76 -1128.76
42175 268700 128.358 177.744 1.20172 38.0743 38.0743 38.0743 -742.148 382.229 -1124.38 -1124.38
42200 268800 130.637 139.049 1.19873 38.1059 38.1059 38.1059 -737.27 389.015 -1126.28 -1126.28
42225 268900 130.274 77.6797 1.19137 38.1843 38.1843 38.1843 -738.055 387.932 -1125.99 -1125.99
42250 269000 127.511 58.6743 1.18575 38.2445 38.2445 38.2445 -741.115 379.705 -1120.82 -1120.82
42275 269100 134.493 26.0966 1.18479 38.2548 38.2548 38.2548 -728.545 400.496 -1129.04 -1129.04
42300 269200 132.264 77.4814 1.19126 38.1855 38.1855 38.1855 -729.957 393.858 -1123.82 -1123.82
42325 269300 130.218 72.833 1.20194 38.0721 38.0721 38.0721 -749.56 387.766 -1137.33 -1137.33
42350 269400 126.325 158.505 1.21445 37.9408 37.9408 37.9408 -758.368 376.173 -1134.54 -1134.54
42375 269500 131.397 180.935 1.22124 37.8704 37.8704 37.8704 -749.148 391.278 -1140.43 -1140.43
42400 269600 133.33 175.122 1.21936 37.8898 37.8898 37.8898 -742.731 397.035 -1139.77 -1139.77
42425 269700 126.555 120.617 1.20948 37.9928 37.9928 37.9928 -757.933 376.859 -1134.79 -1134.79
42450 269800 125.539 26.2632 1.19804 38.1133 38.1133 38.1133 -765.144 373.832 -1138.98 -1138.98
42475 269900 129.507 57.0267 1.19379 38.1585 38.1585 38.1585 -745.95 385.65 -1131.6 -1131.6
42500 270000 130.869 124.165 1.19405 38.1557 38.1557 38.1557 -732.268 389.707 -1121.98 -1121.98
42525 270100 130.456 132.619 1.1923 38.1744 38.1744 38.1744 -730.446 388.476 -1118.92 -1118.92
42550 270200 131.45 70.4284 1.18787 38.2218 38.2218 38.2218 -735.463 391.436 -1126.9 -1126.9
42575 270300 121.846 57.2108 1.18599 38.2419 38.2419 38.2419 -759.215 362.837 -1122.05 -1122.05
42600 270400 127.277 51.4978 1.1889 38.2107 38.2107 38.2107 -749.631 379.011 -1128.64 -1128.64
42625 270500 131.44 115.019 1.19649 38.1297 38.1297 38.1297 -735.623 391.406 -1127.03 -1127.03
42650 270600 133.021 130.492 1.20322 38.0585 38.0585 38.0585 -738.469 396.114 -1134.58 -1134.58
42675 270700 126.317 169.896 1.20611 38.0281 38.0281 38.0281 -752.441 376.151 -1128.59 -1128.59
42700 270800 126.181 172.637 1.20159 38.0757 38.0757 38.0757 -747.881 375.746 -1123.63 -1123.63
42725 270900 132.883 114.994 1.1891 38.2086 38.2086 38.2086 -726.767 395.701 -1122.47 -1122.47
42750 271000 127.572 85.3409 1.17463 38.3648 38.3648 38.3648 -727.889 379.887 -1107.78 -1107.78
42775 271100 126.748 77.7213 1.16247 38.4982 38.4982 38.4982 -717.5 377.433 -1094.93 -1094.93
42800 271200 131.922 55.2186 1.15406 38.5914 38.5914 38.5914 -699.259 392.842 -1092.1 -1092.1
42825 271300 130.554 65.4794 1.15072 38.6288 38.6288 38.6288 -696.907 388.766 -1085.67 -1085.67
42850 271400 130.93 53.8892 1.15159 38.6189 38.6189 38.6189 -700.187 389.888 -1090.08 -1090.08
42875 271500 125.538 53.913 1.15728 38.5556 38.5556 38.5556 -721.367 373.832 -1095.2 -1095.2
42900 271600 125.209 84.5114 1.16696 38.4487 38.4487 38.4487 -728.417 372.851 -1101.27 -1101.27
42925 271700 131.989 141.053 1.1768 38.3412 38.3412 38.3412 -711.633 393.042 -1104.68 -1104.68
42950 271800 136.155 118.132 1.18188 38.2862 38.2862 38.2862 -711.31 405.447 -1116.76 -1116.76
42975 271900 130.227 125.368 1.18379 38.2656 38.2656 38.2656 -725.889 387.794 -1113.68 -1113.68
43000 272000 131.836 63.4215 1.18371 38.2665 38.2665 38.2665 -733.098 392.586 -1125.68 -1125.68
43025 272100 129.841 27.176 1.18715 38.2295 38.2295 38.2295 -748.111 386.644 -1134.76 -1134.76
43050 272200 126.544 79.1303 1.19673 38.1272 38.1272 38.1272 -757.846 376.826 -1134.67 -1134.67
43075 272300 129.21 155.532 1.20663 38.0227 38.0227 38.0227 -748.527 384.766 -1133.29 -1133.29
43100 272400 134.376 146.082 1.20992 37.9882 37.9882 37.9882 -739.231 400.148 -1139.38 -1139.38
43125 272500 131.251 125.526 1.20806 38.0076 38.0076 38.0076 -746.578 390.843 -1137.42 -1137.42
43150 272600 125.963 137.168 1.20337 38.0569 38.0569 38.0569 -748.909 375.095 -1124 -1124
43175 272700 135.062 38.7269 1.19683 38.1261 38.1261 38.1261 -735.005 402.192 -1137.2 -1137.2
43200 272800 131.232 40.7022 1.19674 38.127 38.127 38.127 -744.774 390.787 -1135.56 -1135.56
43225 272900 123.326 129.451 1.20197 38.0717 38.0717 38.0717 -756.809 367.245 -1124.05 -1124.05
43250 273000 130.809 125.735 1.20446 38.0455 38.0455 38.0455 -743.825 389.528 -1133.35 -1133.35
43275 273100 132.878 98.3657 1.20428 38.0474 38.0474 38.0474 -744.673 395.688 -1140.36 -1140.36
43300 273200 126.574 132.352 1.20315 38.0592 38.0592 38.0592 -752.209 376.916 -1129.12 -1129.12
43325 273300 132.24 71.2265 1.19968 38.0959 38.0959 38.0959 -744.31 393.787 -1138.1 -1138.1
43350 273400 137.024 59.2261 1.19895 38.1036 38.1036 38.1036 -732.91 408.033 -1140.94 -1140.94
43375 273500 127.399 118.02 1.20189 38.0725 38.0725 38.0725 -750.45 379.371 -1129.82 -1129.82
43400 273600 125.795 120.25 1.20333 38.0573 38.0573 38.0573 -757.093 374.597 -1131.69 -1131.69
43425 273700 134.055 85.5164 1.20302 38.0606 38.0606 38.0606 -743.442 399.194 -1142.64 -1142.64
43450 273800 130.085 127.82 1.20361 38.0544 38.0544 38.0544 -748.549 387.37 -1135.92 -1135.92
43475 273900 120.4 150.913 1.20126 38.0792 38.0792 38.0792 -768.629 358.531 -1127.16 -1127.16
43500 274000 127.901 120.466 1.19347 38.1618 38.1618 38.1618 -745.583 380.868 -1126.45 -1126.45
43525 274100 132.865 37.7881 1.18383 38.2651 38.2651 38.2651 -734.064 395.65 -1129.71 -1129.71
43550 274200 128.665 25.4832 1.18039 38.3023 38.3023 38.3023 -741.063 383.143 -1124.21 -1124.21
43575 274300 127.42 57.1121 1.18491 38.2535 38.2535 38.2535 -743.592 379.436 -1123.03 -1123.03
43600 274400 134.411 88.7058 1.19468 38.1489 38.1489 38.1489 -732.888 400.253 -1133.14 -1133.14
43625 274500 129.8 185.36 1.20464 38.0436 38.0436 38.0436 -738.659 386.522 -1125.18 -1125.18
43650 274600 125.47 158.972 1.20642 38.0249 38.0249 38.0249 -758.109 373.628 -1131.74 -1131.74
43675 274700 126.41 117.693 1.20174 38.0741 38.0741 38.0741 -757.125 376.427 -1133.55 -1133.55
43700 274800 133.474 89.6479 1.19462 38.1496 38.1496 38.1496 -734.515 397.464 -1131.98 -1131.98
43725 274900 131.882 59.4835 1.18881 38.2116 38.2116 38.2116 -736.131 392.723 -1128.85 -1128.85
43750 275000 129.64 40.6788 1.18757 38.2249 38.2249 38.2249 -743.735 386.047 -1129.78 -1129.78
43775 275100 128.801 60.4533 1.19255 38.1717 38.1717 38.1717 -748.67 383.548 -1132.22 -1132.22
43800 275200 128.192 124.542 1.20181 38.0734 38.0734 38.0734 -750.121 381.733 -1131.85 -1131.85
43825 275300 132.851 152.249 1.20868 38.0012 38.0012 38.0012 -742.067 395.606 -1137.67 -1137.67
43850 275400 133.03 154.174 1.20947 37.9928 37.9928 37.9928 -741.636 396.142 -1137.78 -1137.78
43875 275500 128.473 89.6384 1.20513 38.0384 38.0384 38.0384 -761.959 382.571 -1144.53 -1144.53
43900 275600 124.225 95.9891 1.20091 38.0829 38.0829 38.0829 -767.746 369.921 -1137.67 -1137.67
43925 275700 131.069 84.0177 1.1973 38.1211 38.1211 38.1211 -749.198 390.301 -1139.5 -1139.5
43950 275800 130.052 96.9739 1.19484 38.1473 38.1473 38.1473 -745.386 387.272 -1132.66 -1132.66
43975 275900 128.845 101.02 1.19283 38.1687 38.1687 38.1687 -743.983 383.677 -1127.66 -1127.66
44000 276000 132.928 70.2934 1.19102 38.188 38.188 38.188 -736.478 395.836 -1132.31 -1132.31
44025 276100 131.659 74.1886 1.1922 38.1754 38.1754 38.1754 -739.562 392.057 -1131.62 -1131.62
