# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
12375 149500 131.55 89.4092 1.18592 38.2427 38.2427 38.2427 -729.213 391.733 -1120.95 -1120.95
12400 149600 131.685 126.997 1.18569 38.2451 38.2451 38.2451 -721.456 392.136 -1113.59 -1113.59
12425 149700 130.769 123.058 1.1828 38.2763 38.2763 38.2763 -720.673 389.407 -1110.08 -1110.08
12450 149800 129.778 64.3668 1.17787 38.3296 38.3296 38.3296 -727.713 386.456 -1114.17 -1114.17
12475 149900 127.711 16.1968 1.17664 38.3429 38.3429 38.3429 -740.807 380.302 -1121.11 -1121.11
12500 150000 126.955 47.7223 1.18398 38.2636 38.2636 38.2636 -747.75 378.052 -1125.8 -1125.8
12525 150100 129.812 163.939 1.19658 38.1287 38.1287 38.1287 -736.175 386.558 -1122.73 -1122.73
12550 150200 136.521 216.647 1.2031 38.0598 38.0598 38.0598 -719.446 406.537 -1125.98 -1125.98
12575 150300 128.833 184.055 1.19699 38.1244 38.1244 38.1244 -735.187 383.643 -1118.83 -1118.83
12600 150400 127.609 44.34 1.18289 38.2753 38.2753 38.2753 -745.148 379.999 -1125.15 -1125.15
12625 150500 127.108 13.2352 1.17413 38.3702 38.3702 38.3702 -738.627 378.506 -1117.13 -1117.13
12650 150600 132.207 -13.9405 1.17529 38.3577 38.3577 38.3577 -731.654 393.691 -1125.34 -1125.34
12675 150700 129.718 68.152 1.18759 38.2248 38.2248 38.2248 -737.269 386.278 -1123.55 -1123.55
12700 150800 129.477 139.518 1.20297 38.0612 38.0612 38.0612 -743.711 385.559 -1129.27 -1129.27
12725 150900 128.609 163.726 1.21297 37.9562 37.9562 37.9562 -752.561 382.976 -1135.54 -1135.54
12750 151000 126.09 130.484 1.21561 37.9287 37.9287 37.9287 -767.913 375.474 -1143.39 -1143.39
12775 151100 126.189 97.7478 1.2149 37.9361 37.9361 37.9361 -773.395 375.769 -1149.16 -1149.16
12800 151200 130.995 129.408 1.21378 37.9479 37.9479 37.9479 -752.367 390.081 -1142.45 -1142.45
12825 151300 136.435 82.6093 1.21049 37.9821 37.9821 37.9821 -742.34 406.28 -1148.62 -1148.62
12850 151400 128.384 89.024 1.20867 38.0012 38.0012 38.0012 -760.44 382.307 -1142.75 -1142.75
12875 151500 125.804 127.266 1.20784 38.01 38.01 38.01 -761.592 374.624 -1136.22 -1136.22
12900 151600 130.572 118.183 1.20455 38.0445 38.0445 38.0445 -747.648 388.822 -1136.47 -1136.47
12925 151700 131.345 87.7949 1.19972 38.0955 38.0955 38.0955 -743.991 391.123 -1135.11 -1135.11
12950 151800 128.959 80.5123 1.19643 38.1304 38.1304 38.1304 -747.335 384.019 -1131.35 -1131.35
12975 151900 128.802 94.0096 1.19503 38.1452 38.1452 38.1452 -743.984 383.55 -1127.53 -1127.53
13000 152000 134.946 50.3023 1.1949 38.1467 38.1467 38.1467 -735.955 401.847 -1137.8 -1137.8
13025 152100 125.336 63.106 1.1996 38.0967 38.0967 38.0967 -762.964 373.23 -1136.19 -1136.19
13050 152200 123.381 132.601 1.20753 38.0132 38.0132 38.0132 -765.16 367.408 -1132.57 -1132.57
13075 152300 133.107 161.308 1.21213 37.965 37.965 37.965 -742.535 396.371 -1138.91 -1138.91
13100 152400 132.037 167.827 1.20957 37.9918 37.9918 37.9918 -740.46 393.183 -1133.64 -1133.64
13125 152500 129.158 72.6915 1.20102 38.0818 38.0818 38.0818 -754.849 384.61 -1139.46 -1139.46
13150 152600 122.774 59.9986 1.19514 38.1441 38.1441 38.1441 -765.493 365.6 -1131.09 -1131.09
13175 152700 132.08 50.4361 1.19387 38.1576 38.1576 38.1576 -741.191 393.312 -1134.5 -1134.5
13200 152800 132.809 69.721 1.19778 38.116 38.116 38.116 -740.945 395.483 -1136.43 -1136.43
13225 152900 127.329 136.6 1.20409 38.0494 38.0494 38.0494 -751.261 379.163 -1130.42 -1130.42
13250 153000 130.031 115.886 1.20685 38.0203 38.0203 38.0203 -750.506 387.209 -1137.71 -1137.71
13275 153100 131.784 110.223 1.2075 38.0135 38.0135 38.0135 -746.552 392.43 -1138.98 -1138.98
13300 153200 127.354 145.565 1.20647 38.0244 38.0244 38.0244 -748.475 379.239 -1127.71 -1127.71
13325 153300 130.734 116.412 1.20146 38.0771 38.0771 38.0771 -737.655 389.304 -1126.96 -1126.96
13350 153400 133.567 95.2658 1.19558 38.1394 38.1394 38.1394 -725.826 397.739 -1123.56 -1123.56
13375 153500 129.81 67.51 1.19182 38.1795 38.1795 38.1795 -736.716 386.553 -1123.27 -1123.27
13400 153600 125.608 35.2038 1.19225 38.1749 38.1749 38.1749 -755.399 374.038 -1129.44 -1129.44
13425 153700 130.028 40.7462 1.19905 38.1026 38.1026 38.1026 -754.04 387.2 -1141.24 -1141.24
13450 153800 134.827 176.541 1.20888 37.999 37.999 37.999 -730.077 401.491 -1131.57 -1131.57
13475 153900 139.455 157.133 1.21051 37.982 37.982 37.982 -725.19 415.274 -1140.46 -1140.46
13500 154000 131.329 85.2608 1.20618 38.0273 38.0273 38.0273 -753.116 391.076 -1144.19 -1144.19
13525 154100 127.007 69.6461 1.20371 38.0533 38.0533 38.0533 -764.631 378.205 -1142.84 -1142.84
13550 154200 128.834 89.7209 1.20465 38.0435 38.0435 38.0435 -759.943 383.646 -1143.59 -1143.59
13575 154300 129.957 174.424 1.20553 38.0342 38.0342 38.0342 -741.939 386.988 -1128.93 -1128.93
13600 154400 135.057 121.387 1.20033 38.089 38.089 38.089 -732.383 402.176 -1134.56 -1134.56
13625 154500 130.247 71.9391 1.19289 38.1681 38.1681 38.1681 -744.602 387.852 -1132.45 -1132.45
13650 154600 126.394 75.52 1.18851 38.2149 38.2149 38.2149 -749.076 376.381 -1125.46 -1125.46
13675 154700 128.93 87.8131 1.18673 38.234 38.234 38.234 -738.294 383.93 -1122.22 -1122.22
13700 154800 129.09 127.759 1.18585 38.2434 38.2434 38.2434 -727.96 384.407 -1112.37 -1112.37
13725 154900 130.183 147.802 1.18248 38.2798 38.2798 38.2798 -716.462 387.663 -1104.12 -1104.12
13750 155000 135.75 83.7709 1.17499 38.3609 38.3609 38.3609 -706.677 404.24 -1110.92 -1110.92
13775 155100 122.941 76.7114 1.16859 38.4308 38.4308 38.4308 -732.91 366.098 -1099.01 -1099.01
13800 155200 125.374 21.3513 1.16593 38.46 38.46 38.46 -735.235 373.343 -1108.58 -1108.58
13825 155300 130.853 60.9884 1.17106 38.4038 38.4038 38.4038 -720.048 389.657 -1109.71 -1109.71
13850 155400 131.001 144.531 1.17985 38.3081 38.3081 38.3081 -715.166 390.098 -1105.26 -1105.26
13875 155500 132.385 132.988 1.18476 38.2552 38.2552 38.2552 -721.27 394.22 -1115.49 -1115.49
13900 155600 123.823 122.899 1.18565 38.2456 38.2456 38.2456 -745.802 368.723 -1114.52 -1114.52
13925 155700 127.019 87.2362 1.18427 38.2605 38.2605 38.2605 -742.626 378.241 -1120.87 -1120.87
13950 155800 130.238 85.1728 1.18406 38.2628 38.2628 38.2628 -735.398 387.828 -1123.23 -1123.23
13975 155900 128.018 151.639 1.18469 38.256 38.256 38.256 -729.231 381.216 -1110.45 -1110.45
14000 156000 133.479 135.77 1.18079 38.298 38.298 38.298 -713.993 397.478 -1111.47 -1111.47
14025 156100 132.544 102.622 1.17312 38.3813 38.3813 38.3813 -712.106 394.694 -1106.8 -1106.8
14050 156200 123.796 30.8534 1.16594 38.4599 38.4599 38.4599 -738.247 368.643 -1106.89 -1106.89
14075 156300 125.146 27.3832 1.16576 38.4619 38.4619 38.4619 -734.86 372.662 -1107.52 -1107.52
14100 156400 130.471 98.3784 1.17311 38.3814 38.3814 38.3814 -716.917 388.519 -1105.44 -1105.44
14125 156500 132.081 154.308 1.18086 38.2972 38.2972 38.2972 -712.313 393.314 -1105.63 -1105.63
14150 156600 129.132 172.017 1.18287 38.2756 38.2756 38.2756 -719.994 384.534 -1104.53 -1104.53
14175 156700 126.565 119.287 1.1775 38.3336 38.3336 38.3336 -730.093 376.89 -1106.98 -1106.98
14200 156800 126.992 86.6304 1.16936 38.4224 38.4224 38.4224 -723.352 378.161 -1101.51 -1101.51
14225 156900 134.164 62.1956 1.16256 38.4971 38.4971 38.4971 -699.825 399.517 -1099.34 -1099.34
14250 157000 130.808 64.5908 1.15981 38.5276 38.5276 38.5276 -703.87 389.525 -1093.39 -1093.39
14275 157100 126.543 77.9844 1.16115 38.5127 38.5127 38.5127 -714.487 376.824 -1091.31 -1091.31
14300 157200 132.518 67.2236 1.16514 38.4687 38.4687 38.4687 -707.836 394.615 -1102.45 -1102.45
14325 157300 134.462 152.569 1.17157 38.3982 38.3982 38.3982 -694.628 400.406 -1095.03 -1095.03
14350 157400 133.209 137.418 1.17357 38.3764 38.3764 38.3764 -704.025 396.673 -1100.7 -1100.7
14375 157500 128.058 68.0352 1.1719 38.3946 38.3946 38.3946 -727.523 381.335 -1108.86 -1108.86
14400 157600 127.94 66.4767 1.17274 38.3854 38.3854 38.3854 -727.598 380.983 -1108.58 -1108.58
14425 157700 131.325 106.349 1.17729 38.3359 38.3359 38.3359 -717.104 391.065 -1108.17 -1108.17
14450 157800 136.304 113.036 1.18199 38.285 38.285 38.285 -709.735 405.891 -1115.63 -1115.63
14475 157900 129.37 94.3327 1.18563 38.2458 38.2458 38.2458 -735.92 385.241 -1121.16 -1121.16
14500 158000 124.684 134.27 1.18963 38.2029 38.2029 38.2029 -744.316 371.287 -1115.6 -1115.6
14525 158100 132.652 121.687 1.19055 38.1931 38.1931 38.1931 -726.647 395.014 -1121.66 -1121.66
14550 158200 131.929 131.113 1.18855 38.2144 38.2144 38.2144 -724.403 392.861 -1117.26 -1117.26
14575 158300 126.421 111.716 1.18297 38.2745 38.2745 38.2745 -735.012 376.461 -1111.47 -1111.47
14600 158400 130.799 29.7054 1.17544 38.356 38.356 38.356 -729.368 389.498 -1118.87 -1118.87
14625 158500 136.264 33.9577 1.17394 38.3723 38.3723 38.3723 -711.689 405.772 -1117.46 -1117.46
14650 158600 129.06 94.4288 1.17995 38.3071 38.3071 38.3071 -725.728 384.318 -1110.05 -1110.05
14675 158700 127.741 120.516 1.18836 38.2165 38.2165 38.2165 -736.568 380.391 -1116.96 -1116.96
14700 158800 129.81 164.684 1.19501 38.1455 38.1455 38.1455 -731.333 386.551 -1117.88 -1117.88
14725 158900 133.938 173.933 1.19563 38.1389 38.1389 38.1389 -720.09 398.844 -1118.93 -1118.93
14750 159000 137.799 132.823 1.18784 38.2221 38.2221 38.2221 -707.494 410.343 -1117.84 -1117.84
14775 159100 129.292 40.6014 1.17544 38.356 38.356 38.356 -729.033 385.011 -1114.04 -1114.04
14800 159200 127.303 -25.631 1.16871 38.4295 38.4295 38.4295 -738.923 379.088 -1118.01 -1118.01
14825 159300 128.461 48.442 1.17431 38.3683 38.3683 38.3683 -729.504 382.536 -1112.04 -1112.04
14850 159400 134.018 159.835 1.18646 38.2369 38.2369 38.2369 -711.593 399.084 -1110.68 -1110.68
14875 159500 133.731 195.121 1.19294 38.1675 38.1675 38.1675 -714.647 398.228 -1112.88 -1112.88
14900 159600 125.664 133.866 1.18906 38.209 38.209 38.209 -740.789 374.205 -1114.99 -1114.99
14925 159700 127.415 53.0445 1.18143 38.2911 38.2911 38.2911 -741.993 379.42 -1121.41 -1121.41
14950 159800 128.607 70.9384 1.17768 38.3317 38.3317 38.3317 -730.694 382.97 -1113.66 -1113.66
14975 159900 133.779 82.3629 1.17719 38.337 38.337 38.337 -716.875 398.37 -1115.25 -1115.25
15000 160000 128.113 141.186 1.17819 38.3261 38.3261 38.3261 -722.251 381.498 -1103.75 -1103.75
15025 160100 127.634 96.87 1.17597 38.3503 38.3503 38.3503 -729.197 380.074 -1109.27 -1109.27
15050 160200 130.575 68.847 1.17317 38.3807 38.3807 38.3807 -721.855 388.829 -1110.68 -1110.68
15075 160300 134.651 68.8142 1.1739 38.3728 38.3728 38.3728 -712.406 400.968 -1113.37 -1113.37
15100 160400 127.249 123.467 1.17764 38.3321 38.3321 38.3321 -725.192 378.925 -1104.12 -1104.12
15125 160500 127.683 94.6964 1.18024 38.3039 38.3039 38.3039 -733.316 380.217 -1113.53 -1113.53
15150 160600 131.364 74.5862 1.18368 38.2668 38.2668 38.2668 -730.98 391.181 -1122.16 -1122.16
15175 160700 134.331 74.2277 1.19035 38.1952 38.1952 38.1952 -731.038 400.014 -1131.05 -1131.05
15200 160800 124.867 155.485 1.19988 38.0938 38.0938 38.0938 -750.402 371.834 -1122.24 -1122.24
15225 160900 126.904 186.779 1.2046 38.0439 38.0439 38.0439 -743.425 377.897 -1121.32 -1121.32
15250 161000 133.528 136.22 1.20033 38.089 38.089 38.089 -727.606 397.625 -1125.23 -1125.23
15275 161100 131.667 59.813 1.19139 38.1841 38.1841 38.1841 -733.058 392.081 -1125.14 -1125.14
15300 161200 129.221 5.29497 1.18585 38.2434 38.2434 38.2434 -741.915 384.797 -1126.71 -1126.71
15325 161300 129.333 26.5675 1.19036 38.195 38.195 38.195 -745.007 385.13 -1130.14 -1130.14
15350 161400 129.041 141.837 1.20313 38.0594 38.0594 38.0594 -742.633 384.262 -1126.89 -1126.89
15375 161500 131.577 194.244 1.21277 37.9584 37.9584 37.9584 -739.522 391.814 -1131.34 -1131.34
15400 161600 132.448 138.436 1.21298 37.9562 37.9562 37.9562 -745.475 394.406 -1139.88 -1139.88
15425 161700 127.795 75.9603 1.20857 38.0022 38.0022 38.0022 -761.671 380.552 -1142.22 -1142.22
15450 161800 125.544 78.9907 1.20599 38.0293 38.0293 38.0293 -763.784 373.848 -1137.63 -1137.63
15475 161900 130.464 139.189 1.20504 38.0394 38.0394 38.0394 -739.922 388.5 -1128.42 -1128.42
15500 162000 132.141 118.683 1.20068 38.0853 38.0853 38.0853 -734.877 393.495 -1128.37 -1128.37
15525 162100 128.931 75.8738 1.19377 38.1587 38.1587 38.1587 -741.818 383.934 -1125.75 -1125.75
15550 162200 128.016 41.9017 1.18903 38.2093 38.2093 38.2093 -744.793 381.211 -1126 -1126
15575 162300 131.671 51.8439 1.19029 38.1958 38.1958 38.1958 -735.81 392.094 -1127.9 -1127.9
15600 162400 132.633 144.021 1.19624 38.1324 38.1324 38.1324 -723.516 394.958 -1118.47 -1118.47
15625 162500 135.008 130.377 1.19909 38.1022 38.1022 38.1022 -724.507 402.03 -1126.54 -1126.54
15650 162600 127.209 78.7238 1.1989 38.1042 38.1042 38.1042 -752.557 378.808 -1131.36 -1131.36
15675 162700 124.324 121.102 1.20013 38.0912 38.0912 38.0912 -751.908 370.216 -1122.12 -1122.12
15700 162800 129.423 159.858 1.19903 38.1028 38.1028 38.1028 -730.235 385.399 -1115.63 -1115.63
15725 162900 132.08 110.323 1.19189 38.1787 38.1787 38.1787 -723.206 393.312 -1116.52 -1116.52
15750 163000 132.259 13.7521 1.1836 38.2677 38.2677 38.2677 -731.129 393.846 -1124.98 -1124.98
15775 163100 124.296 29.6675 1.18332 38.2707 38.2707 38.2707 -749.36 370.131 -1119.49 -1119.49
15800 163200 125.496 124.562 1.19049 38.1937 38.1937 38.1937 -739.326 373.705 -1113.03 -1113.03
15825 163300 132.261 150.681 1.19605 38.1345 38.1345 38.1345 -726.255 393.852 -1120.11 -1120.11
15850 163400 130.405 151.537 1.19602 38.1347 38.1347 38.1347 -731.723 388.325 -1120.05 -1120.05
15875 163500 129.117 83.7943 1.19087 38.1896 38.1896 38.1896 -741.786 384.489 -1126.27 -1126.27
15900 163600 126.197 55.676 1.18691 38.2321 38.2321 38.2321 -748.905 375.795 -1124.7 -1124.7
15925 163700 129.271 89.0068 1.18745 38.2263 38.2263 38.2263 -735.062 384.945 -1120.01 -1120.01
15950 163800 135.092 117.883 1.18925 38.2069 38.2069 38.2069 -716.327 402.281 -1118.61 -1118.61
15975 163900 131.484 106.444 1.18932 38.2062 38.2062 38.2062 -727.216 391.537 -1118.75 -1118.75
16000 164000 126.559 107.166 1.18822 38.218 38.218 38.218 -737.164 376.87 -1114.03 -1114.03
16025 164100 130.098 87.5512 1.18672 38.2341 38.2341 38.2341 -731.708 387.41 -1119.12 -1119.12
16050 164200 129.458 121.064 1.18581 38.2438 38.2438 38.2438 -727.657 385.502 -1113.16 -1113.16
16075 164300 130.404 105.909 1.18348 38.269 38.269 38.269 -727.179 388.32 -1115.5 -1115.5
16100 164400 129.443 102.124 1.18006 38.3059 38.3059 38.3059 -727.144 385.458 -1112.6 -1112.6
16125 164500 132.123 55.7378 1.17647 38.3449 38.3449 38.3449 -725.38 393.44 -1118.82 -1118.82
16150 164600 127.392 54.4531 1.17712 38.3377 38.3377 38.3377 -738.022 379.351 -1117.37 -1117.37
16175 164700 121.651 95.8504 1.18288 38.2754 38.2754 38.2754 -751.61 362.256 -1113.87 -1113.87
16200 164800 132.196 121.322 1.19008 38.1981 38.1981 38.1981 -728.757 393.658 -1122.41 -1122.41
16225 164900 130.986 179.386 1.19458 38.15 38.15 38.15 -724.216 390.054 -1114.27 -1114.27
16250 165000 133.076 93.4203 1.19247 38.1725 38.1725 38.1725 -733.602 396.278 -1129.88 -1129.88
16275 165100 124.507 104.269 1.18944 38.2049 38.2049 38.2049 -748.651 370.762 -1119.41 -1119.41
16300 165200 128.745 70.8418 1.18609 38.2409 38.2409 38.2409 -738.604 383.38 -1121.98 -1121.98
16325 165300 131.989 39.6086 1.18551 38.2471 38.2471 38.2471 -732.95 393.04 -1125.99 -1125.99
16350 165400 131.069 55.2959 1.19178 38.1799 38.1799 38.1799 -739.759 390.301 -1130.06 -1130.06
16375 165500 128.989 113 1.2036 38.0545 38.0545 38.0545 -749.557 384.108 -1133.66 -1133.66
16400 165600 126.31 180.093 1.2151 37.9341 37.9341 37.9341 -758.275 376.13 -1134.41 -1134.41
16425 165700 123.28 181.071 1.219 37.8936 37.8936 37.8936 -768.044 367.107 -1135.15 -1135.15
16450 165800 134.501 78.8407 1.21508 37.9342 37.9342 37.9342 -751.33 400.52 -1151.85 -1151.85
16475 165900 132.158 83.5804 1.2118 37.9684 37.9684 37.9684 -751.036 393.545 -1144.58 -1144.58
16500 166000 124.292 102.434 1.2102 37.9852 37.9852 37.9852 -766.967 370.12 -1137.09 -1137.09
16525 166100 129.063 77.2904 1.20869 38.001 38.001 38.001 -758.139 384.328 -1142.47 -1142.47
16550 166200 136.094 91.5137 1.20913 37.9964 37.9964 37.9964 -738.122 405.266 -1143.39 -1143.39
16575 166300 127.549 166.467 1.2097 37.9905 37.9905 37.9905 -746.468 379.82 -1126.29 -1126.29
16600 166400 131.493 78.6225 1.20481 38.0418 38.0418 38.0418 -747.914 391.562 -1139.48 -1139.48
16625 166500 126.606 54.7499 1.20104 38.0815 38.0815 38.0815 -759.408 377.012 -1136.42 -1136.42
16650 166600 122.052 64.3435 1.20147 38.077 38.077 38.077 -768.941 363.45 -1132.39 -1132.39
16675 166700 132.649 88.9557 1.20625 38.0266 38.0266 38.0266 -743.009 395.005 -1138.01 -1138.01
16700 166800 133.445 141.506 1.21299 37.9561 37.9561 37.9561 -739.733 397.375 -1137.11 -1137.11
16725 166900 130.807 127.945 1.21649 37.9196 37.9196 37.9196 -755.459 389.52 -1144.98 -1144.98
16750 167000 127.829 122.861 1.21659 37.9186 37.9186 37.9186 -765.586 380.652 -1146.24 -1146.24
16775 167100 129.558 101.409 1.21413 37.9442 37.9442 37.9442 -763.131 385.802 -1148.93 -1148.93
16800 167200 126.537 144.308 1.21083 37.9787 37.9787 37.9787 -759.177 376.805 -1135.98 -1135.98
16825 167300 129.667 121.517 1.20284 38.0625 38.0625 38.0625 -746.306 386.125 -1132.43 -1132.43
16850 167400 130.961 42.5552 1.19201 38.1774 38.1774 38.1774 -744.532 389.98 -1134.51 -1134.51
16875 167500 127.934 33.0898 1.18645 38.237 38.237 38.237 -747.523 380.966 -1128.49 -1128.49
16900 167600 127.371 104.234 1.18731 38.2278 38.2278 38.2278 -736.645 379.289 -1115.93 -1115.93
16925 167700 133.089 147.907 1.18802 38.2202 38.2202 38.2202 -715.869 396.317 -1112.19 -1112.19
16950 167800 130.886 133.812 1.18385 38.2649 38.2649 38.2649 -719.02 389.757 -1108.78 -1108.78
16975 167900 129.414 62.7009 1.1763 38.3467 38.3467 38.3467 -727.364 385.373 -1112.74 -1112.74
17000 168000 125.983 59.5672 1.17158 38.3981 38.3981 38.3981 -731.352 375.156 -1106.51 -1106.51
17025 168100 133.883 85.0057 1.17122 38.4021 38.4021 38.4021 -707.559 398.682 -1106.24 -1106.24
17050 168200 135.381 106.898 1.17241 38.389 38.389 38.389 -701.634 403.141 -1104.78 -1104.78
17075 168300 130.263 78.5259 1.17373 38.3746 38.3746 38.3746 -724.552 387.901 -1112.45 -1112.45
17100 168400 125.343 135.67 1.17672 38.3421 38.3421 38.3421 -731.243 373.249 -1104.49 -1104.49
17125 168500 132.528 110.938 1.17675 38.3418 38.3418 38.3418 -717.36 394.646 -1112.01 -1112.01
17150 168600 132.74 84.6349 1.17536 38.3569 38.3569 38.3569 -717.767 395.277 -1113.04 -1113.04
17175 168700 129.925 39.229 1.1762 38.3477 38.3477 38.3477 -734.56 386.896 -1121.46 -1121.46
17200 168800 127.326 82.6801 1.18288 38.2754 38.2754 38.2754 -741.566 379.154 -1120.72 -1120.72
17225 168900 128.761 160.373 1.19182 38.1794 38.1794 38.1794 -734.986 383.427 -1118.41 -1118.41
17250 169000 134.763 141.381 1.19559 38.1393 38.1393 38.1393 -728.194 401.301 -1129.49 -1129.49
17275 169100 127.545 132.971 1.19427 38.1533 38.1533 38.1533 -744.698 379.808 -1124.51 -1124.51
17300 169200 125.659 82.4519 1.1893 38.2064 38.2064 38.2064 -750.807 374.19 -1125 -1125
17325 169300 132.656 44.7866 1.18588 38.2431 38.2431 38.2431 -733.582 395.026 -1128.61 -1128.61
17350 169400 131.497 99.8686 1.18757 38.225 38.225 38.225 -726.617 391.577 -1118.19 -1118.19
17375 169500 129.268 81.9351 1.19036 38.1951 38.1951 38.1951 -740.766 384.938 -1125.7 -1125.7
17400 169600 122.166 91.7731 1.19478 38.1479 38.1479 38.1479 -762.073 363.79 -1125.86 -1125.86
17425 169700 132.303 97.8807 1.20078 38.0843 38.0843 38.0843 -742.617 393.977 -1136.59 -1136.59
17450 169800 133.407 157.237 1.2069 38.0198 38.0198 38.0198 -737.516 397.262 -1134.78 -1134.78
17475 169900 128.965 147.3 1.20758 38.0127 38.0127 38.0127 -752.59 384.034 -1136.62 -1136.62
17500 170000 128.235 69.5674 1.20325 38.0582 38.0582 38.0582 -763.942 381.863 -1145.81 -1145.81
17525 170100 124.256 117.319 1.20031 38.0892 38.0892 38.0892 -760.312 370.013 -1130.32 -1130.32
17550 170200 132.8 140.518 1.19565 38.1386 38.1386 38.1386 -729.679 395.456 -1125.13 -1125.13
17575 170300 129.598 130.257 1.18589 38.243 38.243 38.243 -728.338 385.922 -1114.26 -1114.26
17600 170400 128.585 82.2772 1.17217 38.3916 38.3916 38.3916 -723.946 382.905 -1106.85 -1106.85
17625 170500 132.809 39.0478 1.16024 38.5228 38.5228 38.5228 -709.205 395.481 -1104.69 -1104.69
17650 170600 130.802 67.6974 1.15427 38.5891 38.5891 38.5891 -702.391 389.507 -1091.9 -1091.9
17675 170700 132.184 81.7006 1.15228 38.6113 38.6113 38.6113 -694.118 393.622 -1087.74 -1087.74
17700 170800 134.459 81.6218 1.1526 38.6077 38.6077 38.6077 -688.517 400.396 -1088.91 -1088.91
17725 170900 127.667 95.1206 1.15482 38.583 38.583 38.583 -706.185 380.171 -1086.36 -1086.36
17750 171000 127.591 87.965 1.15779 38.55 38.55 38.55 -712.204 379.944 -1092.15 -1092.15
17775 171100 132.239 100.834 1.16216 38.5016 38.5016 38.5016 -704.799 393.785 -1098.58 -1098.58
17800 171200 132.205 125.037 1.16681 38.4504 38.4504 38.4504 -707.798 393.683 -1101.48 -1101.48
17825 171300 124.614 131.326 1.1686 38.4307 38.4307 38.4307 -727.537 371.079 -1098.62 -1098.62
17850 171400 127.534 102.626 1.16727 38.4453 38.4453 38.4453 -721.424 379.774 -1101.2 -1101.2
17875 171500 134.39 75.755 1.16538 38.4661 38.4661 38.4661 -704.052 400.189 -1104.24 -1104.24
17900 171600 129.994 97.5341 1.1656 38.4637 38.4637 38.4637 -709.689 387.101 -1096.79 -1096.79
17925 171700 129.221 88.4756 1.16674 38.4512 38.4512 38.4512 -714.361 384.799 -1099.16 -1099.16
17950 171800 131.238 79.6616 1.16921 38.424 38.424 38.424 -714.496 390.805 -1105.3 -1105.3
17975 171900 129.125 133.379 1.1735 38.3771 38.3771 38.3771 -715.906 384.513 -1100.42 -1100.42
18000 172000 131.229 124.326 1.17562 38.354 38.354 38.354 -716.463 390.779 -1107.24 -1107.24
18025 172100 128.994 101.969 1.17524 38.3582 38.3582 38.3582 -725.272 384.122 -1109.39 -1109.39
18050 172200 124.385 59.0105 1.17441 38.3672 38.3672 38.3672 -742.239 370.396 -1112.63 -1112.63
18075 172300 126.75 36.8556 1.17832 38.3248 38.3248 38.3248 -744.302 377.438 -1121.74 -1121.74
18100 172400 133.811 142.44 1.18968 38.2023 38.2023 38.2023 -720.282 398.467 -1118.75 -1118.75
18125 172500 134.697 208.56 1.19948 38.098 38.098 38.098 -718.156 401.103 -1119.26 -1119.26
18150 172600 128.877 187.149 1.19872 38.106 38.106 38.106 -734.943 383.775 -1118.72 -1118.72
18175 172700 131.258 52.6548 1.18816 38.2187 38.2187 38.2187 -740.265 390.865 -1131.13 -1131.13
18200 172800 127.291 25.6448 1.17924 38.3147 38.3147 38.3147 -742.508 379.05 -1121.56 -1121.56
18225 172900 129.696 44.2316 1.17746 38.3341 38.3341 38.3341 -732.09 386.213 -1118.3 -1118.3
18250 173000 136.069 97.2155 1.18165 38.2887 38.2887 38.2887 -711.876 405.189 -1117.06 -1117.06
18275 173100 136.738 75.9561 1.1879 38.2214 38.2214 38.2214 -723.027 407.183 -1130.21 -1130.21
18300 173200 128.149 100.525 1.19731 38.1211 38.1211 38.1211 -751.68 381.606 -1133.29 -1133.29
18325 173300 128.662 140.842 1.20769 38.0115 38.0115 38.0115 -756.022 383.133 -1139.15 -1139.15
18350 173400 129.252 200.984 1.21334 37.9524 37.9524 37.9524 -750.657 384.89 -1135.55 -1135.55
18375 173500 133.196 164.099 1.20896 37.9982 37.9982 37.9982 -742.767 396.635 -1139.4 -1139.4
18400 173600 127.485 121.398 1.19705 38.1238 38.1238 38.1238 -748.787 379.629 -1128.42 -1128.42
18425 173700 128.624 32.4025 1.18351 38.2686 38.2686 38.2686 -744.624 383.019 -1127.64 -1127.64
18450 173800 133.051 34.0038 1.17699 38.3391 38.3391 38.3391 -723.903 396.202 -1120.1 -1120.1
18475 173900 135.328 22.5321 1.17829 38.325 38.325 38.325 -721.413 402.984 -1124.4 -1124.4
18500 174000 128.695 54.0507 1.18761 38.2246 38.2246 38.2246 -743.761 383.232 -1126.99 -1126.99
18525 174100 127.549 158.153 1.20125 38.0793 38.0793 38.0793 -746.382 379.818 -1126.2 -1126.2
18550 174200 130.933 220.474 1.2078 38.0104 38.0104 38.0104 -734.805 389.897 -1124.7 -1124.7
18575 174300 135.149 134.289 1.20202 38.0711 38.0711 38.0711 -731.374 402.451 -1133.82 -1133.82
18600 174400 126.311 58.4718 1.19305 38.1664 38.1664 38.1664 -754.961 376.131 -1131.09 -1131.09
18625 174500 125.602 36.0277 1.18878 38.212 38.212 38.212 -754.086 374.02 -1128.11 -1128.11
18650 174600 131.482 36.87 1.19159 38.182 38.182 38.182 -741.604 391.532 -1133.14 -1133.14
18675 174700 130.261 126.776 1.19999 38.0926 38.0926 38.0926 -737.259 387.894 -1125.15 -1125.15
